first_column,path_no,o_zone_id,d_zone_id,within_OD_path_no,path_id,information_type,agent_type,demand_period,volume,assign_volume,subarea_flag,OD_impact_flag,path_network_design_flag,toll,#_of_nodes,travel_time,VDF_travel_time,VDF_travel_time_without_access_link,distance_km,node_sequence,link_sequence,geometry,link_type_name_sequence,link_code_sequence,link_link_distance_VDF_sequence,link_FFTT_sequence
,1365,621,2125,0,1,0,sov,PM,0.87,0,1,2,2,0,10,19.7,19.6557,19.6557,8.2712,621;202581;202731;202733;202735;202734;202796;202925;202923;2125;,201340AB;201338AB;201104BA;201532BA;201102AB;detour-linkb;201595BA;200821AB;201005BA;,"LINESTRING (-112.425654 33.670727, -112.415733 33.672911, -112.401189 33.668896, -112.393117 33.666132, -112.390686 33.669473, -112.395598 33.674156, -112.423245 33.695797, -112.446316 33.713652, -112.460994 33.725310, -112.474416 33.729884)",,,,
,1366,621,2125,1,2,0,sov,PM,1.33,0,1,2,1,0,16,16.5,16.4991,16.4991,8.7133,621;202581;202731;202733;202735;202734;202580;202576;202575;202577;202790;202809;202796;202925;202923;2125;,201340AB;201338AB;201104BA;201532BA;201102AB;201342BA;201354BA;201353BA;201351BA;201346BA;201065BA;201606BA;201595BA;200821AB;201005BA;,"LINESTRING (-112.425654 33.670727, -112.415733 33.672911, -112.401189 33.668896, -112.393117 33.666132, -112.390686 33.669473, -112.395598 33.674156, -112.402696 33.679682, -112.403035 33.679927, -112.403932 33.680592, -112.404774 33.681245, -112.405334 33.681636, -112.412007 33.686868, -112.423245 33.695797, -112.446316 33.713652, -112.460994 33.725310, -112.474416 33.729884)",,,,
,1369,621,2142,0,1,0,sov,PM,0.81,0,1,2,2,0,8,16.1,16.069,16.069,5.5405,621;202581;202731;202733;202735;202734;202796;2142;,201340AB;201338AB;201104BA;201532BA;201102AB;detour-linkb;201603BA;,"LINESTRING (-112.425654 33.670727, -112.415733 33.672911, -112.401189 33.668896, -112.393117 33.666132, -112.390686 33.669473, -112.395598 33.674156, -112.423245 33.695797, -112.426521 33.711249)",,,,
,1370,621,2142,1,2,0,sov,PM,1.39,0,1,2,1,0,14,12.9,12.9123,12.9123,5.9826,621;202581;202731;202733;202735;202734;202580;202576;202575;202577;202790;202809;202796;2142;,201340AB;201338AB;201104BA;201532BA;201102AB;201342BA;201354BA;201353BA;201351BA;201346BA;201065BA;201606BA;201603BA;,"LINESTRING (-112.425654 33.670727, -112.415733 33.672911, -112.401189 33.668896, -112.393117 33.666132, -112.390686 33.669473, -112.395598 33.674156, -112.402696 33.679682, -112.403035 33.679927, -112.403932 33.680592, -112.404774 33.681245, -112.405334 33.681636, -112.412007 33.686868, -112.423245 33.695797, -112.426521 33.711249)",,,,
,1371,621,2146,0,1,0,sov,PM,0.85,0,1,2,2,0,11,18.2,18.2469,18.2469,7.9215,621;202581;202731;202733;202735;202734;202796;202925;202924;202831;2146;,201340AB;201338AB;201104BA;201532BA;201102AB;detour-linkb;201595BA;200820AB;200985AB;200989BA;,"LINESTRING (-112.425654 33.670727, -112.415733 33.672911, -112.401189 33.668896, -112.393117 33.666132, -112.390686 33.669473, -112.395598 33.674156, -112.423245 33.695797, -112.446316 33.713652, -112.463132 33.711342, -112.463132 33.718526, -112.464659 33.717140)",,,,
,1372,621,2146,1,2,0,sov,PM,1.35,0,1,2,1,0,17,15.1,15.0902,15.0902,8.3636,621;202581;202731;202733;202735;202734;202580;202576;202575;202577;202790;202809;202796;202925;202924;202831;2146;,201340AB;201338AB;201104BA;201532BA;201102AB;201342BA;201354BA;201353BA;201351BA;201346BA;201065BA;201606BA;201595BA;200820AB;200985AB;200989BA;,"LINESTRING (-112.425654 33.670727, -112.415733 33.672911, -112.401189 33.668896, -112.393117 33.666132, -112.390686 33.669473, -112.395598 33.674156, -112.402696 33.679682, -112.403035 33.679927, -112.403932 33.680592, -112.404774 33.681245, -112.405334 33.681636, -112.412007 33.686868, -112.423245 33.695797, -112.446316 33.713652, -112.463132 33.711342, -112.463132 33.718526, -112.464659 33.717140)",,,,
,1386,622,16,0,1,0,sov,PM,0.88,0,1,2,2,0,16,20.2,20.1567,20.1567,9.8941,622;202615;202616;202623;202620;202614;202732;202733;202735;202734;202796;202925;202924;202825;202824;202894;,201287AB;201273BA;201288BA;201268BA;201339AB;201336AB;201103BA;201532BA;201102AB;detour-linkb;201595BA;200820AB;201001AB;201000AB;200998AB;,"LINESTRING (-112.434703 33.645963, -112.434326 33.645281, -112.435568 33.653276, -112.434548 33.653280, -112.426821 33.653240, -112.425669 33.657282, -112.404481 33.654611, -112.393117 33.666132, -112.390686 33.669473, -112.395598 33.674156, -112.423245 33.695797, -112.446316 33.713652, -112.463132 33.711342, -112.464113 33.711342, -112.469722 33.711339, -112.478543 33.711346)",,,,
,1387,622,16,1,2,0,sov,PM,1.1,0,1,2,1,0,22,17,17,17,10.3362,622;202615;202616;202623;202620;202614;202732;202733;202735;202734;202580;202576;202575;202577;202790;202809;202796;202925;202924;202825;202824;202894;,201287AB;201273BA;201288BA;201268BA;201339AB;201336AB;201103BA;201532BA;201102AB;201342BA;201354BA;201353BA;201351BA;201346BA;201065BA;201606BA;201595BA;200820AB;201001AB;201000AB;200998AB;,"LINESTRING (-112.434703 33.645963, -112.434326 33.645281, -112.435568 33.653276, -112.434548 33.653280, -112.426821 33.653240, -112.425669 33.657282, -112.404481 33.654611, -112.393117 33.666132, -112.390686 33.669473, -112.395598 33.674156, -112.402696 33.679682, -112.403035 33.679927, -112.403932 33.680592, -112.404774 33.681245, -112.405334 33.681636, -112.412007 33.686868, -112.423245 33.695797, -112.446316 33.713652, -112.463132 33.711342, -112.464113 33.711342, -112.469722 33.711339, -112.478543 33.711346)",,,,
,1388,622,16,2,3,0,sov,PM,1.33,0,1,2,1,0,22,17,16.9688,16.9688,10.1404,622;202615;202606;202617;202618;202588;202602;202584;202612;202611;202580;202576;202575;202577;202790;202809;202796;202925;202924;202825;202824;202894;,201287AB;201285BA;201286BA;201271BA;201320AB;201317BA;201325AB;201330AB;201275AB;201343AB;201354BA;201353BA;201351BA;201346BA;201065BA;201606BA;201595BA;200820AB;201001AB;201000AB;200998AB;,"LINESTRING (-112.434703 33.645963, -112.434326 33.645281, -112.435072 33.638808, -112.433938 33.638784, -112.426743 33.638872, -112.419678 33.638828, -112.417136 33.638814, -112.418026 33.640486, -112.418240 33.640639, -112.407114 33.677112, -112.402696 33.679682, -112.403035 33.679927, -112.403932 33.680592, -112.404774 33.681245, -112.405334 33.681636, -112.412007 33.686868, -112.423245 33.695797, -112.446316 33.713652, -112.463132 33.711342, -112.464113 33.711342, -112.469722 33.711339, -112.478543 33.711346)",,,,
,1393,622,615,0,1,0,sov,PM,0.9,0,1,2,2,0,15,22.7,22.6916,22.6916,10.325,622;202615;202616;202623;202620;202614;202732;202733;202735;202734;202796;202925;202924;202825;615;,201287AB;201273BA;201288BA;201268BA;201339AB;201336AB;201103BA;201532BA;201102AB;detour-linkb;201595BA;200820AB;201001AB;200997BA;,"LINESTRING (-112.434703 33.645963, -112.434326 33.645281, -112.435568 33.653276, -112.434548 33.653280, -112.426821 33.653240, -112.425669 33.657282, -112.404481 33.654611, -112.393117 33.666132, -112.390686 33.669473, -112.395598 33.674156, -112.423245 33.695797, -112.446316 33.713652, -112.463132 33.711342, -112.464113 33.711342, -112.462040 33.693113)",,,,
,1394,622,615,1,2,0,sov,PM,1.1,0,1,2,1,0,21,19.5,19.5349,19.5349,10.7671,622;202615;202616;202623;202620;202614;202732;202733;202735;202734;202580;202576;202575;202577;202790;202809;202796;202925;202924;202825;615;,201287AB;201273BA;201288BA;201268BA;201339AB;201336AB;201103BA;201532BA;201102AB;201342BA;201354BA;201353BA;201351BA;201346BA;201065BA;201606BA;201595BA;200820AB;201001AB;200997BA;,"LINESTRING (-112.434703 33.645963, -112.434326 33.645281, -112.435568 33.653276, -112.434548 33.653280, -112.426821 33.653240, -112.425669 33.657282, -112.404481 33.654611, -112.393117 33.666132, -112.390686 33.669473, -112.395598 33.674156, -112.402696 33.679682, -112.403035 33.679927, -112.403932 33.680592, -112.404774 33.681245, -112.405334 33.681636, -112.412007 33.686868, -112.423245 33.695797, -112.446316 33.713652, -112.463132 33.711342, -112.464113 33.711342, -112.462040 33.693113)",,,,
,1395,622,615,2,3,0,sov,PM,1.3,0,1,2,1,0,21,19.5,19.5037,19.5037,10.5712,622;202615;202606;202617;202618;202588;202602;202584;202612;202611;202580;202576;202575;202577;202790;202809;202796;202925;202924;202825;615;,201287AB;201285BA;201286BA;201271BA;201320AB;201317BA;201325AB;201330AB;201275AB;201343AB;201354BA;201353BA;201351BA;201346BA;201065BA;201606BA;201595BA;200820AB;201001AB;200997BA;,"LINESTRING (-112.434703 33.645963, -112.434326 33.645281, -112.435072 33.638808, -112.433938 33.638784, -112.426743 33.638872, -112.419678 33.638828, -112.417136 33.638814, -112.418026 33.640486, -112.418240 33.640639, -112.407114 33.677112, -112.402696 33.679682, -112.403035 33.679927, -112.403932 33.680592, -112.404774 33.681245, -112.405334 33.681636, -112.412007 33.686868, -112.423245 33.695797, -112.446316 33.713652, -112.463132 33.711342, -112.464113 33.711342, -112.462040 33.693113)",,,,
,1430,622,2125,0,1,0,sov,PM,0.89,0,1,2,2,0,14,21.4,21.3651,21.3651,9.9812,622;202615;202616;202623;202620;202614;202732;202733;202735;202734;202796;202925;202923;2125;,201287AB;201273BA;201288BA;201268BA;201339AB;201336AB;201103BA;201532BA;201102AB;detour-linkb;201595BA;200821AB;201005BA;,"LINESTRING (-112.434703 33.645963, -112.434326 33.645281, -112.435568 33.653276, -112.434548 33.653280, -112.426821 33.653240, -112.425669 33.657282, -112.404481 33.654611, -112.393117 33.666132, -112.390686 33.669473, -112.395598 33.674156, -112.423245 33.695797, -112.446316 33.713652, -112.460994 33.725310, -112.474416 33.729884)",,,,
,1431,622,2125,1,2,0,sov,PM,1.1,0,1,2,1,0,20,18.2,18.2084,18.2084,10.4233,622;202615;202616;202623;202620;202614;202732;202733;202735;202734;202580;202576;202575;202577;202790;202809;202796;202925;202923;2125;,201287AB;201273BA;201288BA;201268BA;201339AB;201336AB;201103BA;201532BA;201102AB;201342BA;201354BA;201353BA;201351BA;201346BA;201065BA;201606BA;201595BA;200821AB;201005BA;,"LINESTRING (-112.434703 33.645963, -112.434326 33.645281, -112.435568 33.653276, -112.434548 33.653280, -112.426821 33.653240, -112.425669 33.657282, -112.404481 33.654611, -112.393117 33.666132, -112.390686 33.669473, -112.395598 33.674156, -112.402696 33.679682, -112.403035 33.679927, -112.403932 33.680592, -112.404774 33.681245, -112.405334 33.681636, -112.412007 33.686868, -112.423245 33.695797, -112.446316 33.713652, -112.460994 33.725310, -112.474416 33.729884)",,,,
,1432,622,2125,2,3,0,sov,PM,1.31,0,1,2,1,0,20,18.2,18.1772,18.1772,10.2274,622;202615;202606;202617;202618;202588;202602;202584;202612;202611;202580;202576;202575;202577;202790;202809;202796;202925;202923;2125;,201287AB;201285BA;201286BA;201271BA;201320AB;201317BA;201325AB;201330AB;201275AB;201343AB;201354BA;201353BA;201351BA;201346BA;201065BA;201606BA;201595BA;200821AB;201005BA;,"LINESTRING (-112.434703 33.645963, -112.434326 33.645281, -112.435072 33.638808, -112.433938 33.638784, -112.426743 33.638872, -112.419678 33.638828, -112.417136 33.638814, -112.418026 33.640486, -112.418240 33.640639, -112.407114 33.677112, -112.402696 33.679682, -112.403035 33.679927, -112.403932 33.680592, -112.404774 33.681245, -112.405334 33.681636, -112.412007 33.686868, -112.423245 33.695797, -112.446316 33.713652, -112.460994 33.725310, -112.474416 33.729884)",,,,
,1437,622,2142,0,1,0,sov,PM,0.84,0,1,2,2,0,12,17.8,17.7783,17.7783,7.2505,622;202615;202616;202623;202620;202614;202732;202733;202735;202734;202796;2142;,201287AB;201273BA;201288BA;201268BA;201339AB;201336AB;201103BA;201532BA;201102AB;detour-linkb;201603BA;,"LINESTRING (-112.434703 33.645963, -112.434326 33.645281, -112.435568 33.653276, -112.434548 33.653280, -112.426821 33.653240, -112.425669 33.657282, -112.404481 33.654611, -112.393117 33.666132, -112.390686 33.669473, -112.395598 33.674156, -112.423245 33.695797, -112.426521 33.711249)",,,,
,1438,622,2142,1,2,0,sov,PM,1.1,0,1,2,1,0,18,14.6,14.6216,14.6216,7.6926,622;202615;202616;202623;202620;202614;202732;202733;202735;202734;202580;202576;202575;202577;202790;202809;202796;2142;,201287AB;201273BA;201288BA;201268BA;201339AB;201336AB;201103BA;201532BA;201102AB;201342BA;201354BA;201353BA;201351BA;201346BA;201065BA;201606BA;201603BA;,"LINESTRING (-112.434703 33.645963, -112.434326 33.645281, -112.435568 33.653276, -112.434548 33.653280, -112.426821 33.653240, -112.425669 33.657282, -112.404481 33.654611, -112.393117 33.666132, -112.390686 33.669473, -112.395598 33.674156, -112.402696 33.679682, -112.403035 33.679927, -112.403932 33.680592, -112.404774 33.681245, -112.405334 33.681636, -112.412007 33.686868, -112.423245 33.695797, -112.426521 33.711249)",,,,
,1439,622,2142,2,3,0,sov,PM,2.34,0,1,2,1,0,18,14.6,14.5905,14.5905,7.4967,622;202615;202606;202617;202618;202588;202602;202584;202612;202611;202580;202576;202575;202577;202790;202809;202796;2142;,201287AB;201285BA;201286BA;201271BA;201320AB;201317BA;201325AB;201330AB;201275AB;201343AB;201354BA;201353BA;201351BA;201346BA;201065BA;201606BA;201603BA;,"LINESTRING (-112.434703 33.645963, -112.434326 33.645281, -112.435072 33.638808, -112.433938 33.638784, -112.426743 33.638872, -112.419678 33.638828, -112.417136 33.638814, -112.418026 33.640486, -112.418240 33.640639, -112.407114 33.677112, -112.402696 33.679682, -112.403035 33.679927, -112.403932 33.680592, -112.404774 33.681245, -112.405334 33.681636, -112.412007 33.686868, -112.423245 33.695797, -112.426521 33.711249)",,,,
,1440,622,2146,0,1,0,sov,PM,0.87,0,1,2,2,0,15,20,19.9562,19.9562,9.6314,622;202615;202616;202623;202620;202614;202732;202733;202735;202734;202796;202925;202924;202831;2146;,201287AB;201273BA;201288BA;201268BA;201339AB;201336AB;201103BA;201532BA;201102AB;detour-linkb;201595BA;200820AB;200985AB;200989BA;,"LINESTRING (-112.434703 33.645963, -112.434326 33.645281, -112.435568 33.653276, -112.434548 33.653280, -112.426821 33.653240, -112.425669 33.657282, -112.404481 33.654611, -112.393117 33.666132, -112.390686 33.669473, -112.395598 33.674156, -112.423245 33.695797, -112.446316 33.713652, -112.463132 33.711342, -112.463132 33.718526, -112.464659 33.717140)",,,,
,1441,622,2146,1,2,0,sov,PM,1.1,0,1,2,1,0,21,16.8,16.7995,16.7995,10.0735,622;202615;202616;202623;202620;202614;202732;202733;202735;202734;202580;202576;202575;202577;202790;202809;202796;202925;202924;202831;2146;,201287AB;201273BA;201288BA;201268BA;201339AB;201336AB;201103BA;201532BA;201102AB;201342BA;201354BA;201353BA;201351BA;201346BA;201065BA;201606BA;201595BA;200820AB;200985AB;200989BA;,"LINESTRING (-112.434703 33.645963, -112.434326 33.645281, -112.435568 33.653276, -112.434548 33.653280, -112.426821 33.653240, -112.425669 33.657282, -112.404481 33.654611, -112.393117 33.666132, -112.390686 33.669473, -112.395598 33.674156, -112.402696 33.679682, -112.403035 33.679927, -112.403932 33.680592, -112.404774 33.681245, -112.405334 33.681636, -112.412007 33.686868, -112.423245 33.695797, -112.446316 33.713652, -112.463132 33.711342, -112.463132 33.718526, -112.464659 33.717140)",,,,
,1442,622,2146,2,3,0,sov,PM,1.33,0,1,2,1,0,21,16.8,16.7684,16.7684,9.8777,622;202615;202606;202617;202618;202588;202602;202584;202612;202611;202580;202576;202575;202577;202790;202809;202796;202925;202924;202831;2146;,201287AB;201285BA;201286BA;201271BA;201320AB;201317BA;201325AB;201330AB;201275AB;201343AB;201354BA;201353BA;201351BA;201346BA;201065BA;201606BA;201595BA;200820AB;200985AB;200989BA;,"LINESTRING (-112.434703 33.645963, -112.434326 33.645281, -112.435072 33.638808, -112.433938 33.638784, -112.426743 33.638872, -112.419678 33.638828, -112.417136 33.638814, -112.418026 33.640486, -112.418240 33.640639, -112.407114 33.677112, -112.402696 33.679682, -112.403035 33.679927, -112.403932 33.680592, -112.404774 33.681245, -112.405334 33.681636, -112.412007 33.686868, -112.423245 33.695797, -112.446316 33.713652, -112.463132 33.711342, -112.463132 33.718526, -112.464659 33.717140)",,,,
,1456,623,16,0,1,0,sov,PM,0.81,0,1,2,2,0,11,16.1,16.1351,16.1351,6.9698,623;202731;202733;202735;202734;202796;202925;202924;202825;202824;202894;,201341AB;201104BA;201532BA;201102AB;detour-linkb;201595BA;200820AB;201001AB;201000AB;200998AB;,"LINESTRING (-112.402538 33.665005, -112.401189 33.668896, -112.393117 33.666132, -112.390686 33.669473, -112.395598 33.674156, -112.423245 33.695797, -112.446316 33.713652, -112.463132 33.711342, -112.464113 33.711342, -112.469722 33.711339, -112.478543 33.711346)",,,,
,1457,623,16,1,2,0,sov,PM,1.39,0,1,2,1,0,17,13,12.9784,12.9784,7.4119,623;202731;202733;202735;202734;202580;202576;202575;202577;202790;202809;202796;202925;202924;202825;202824;202894;,201341AB;201104BA;201532BA;201102AB;201342BA;201354BA;201353BA;201351BA;201346BA;201065BA;201606BA;201595BA;200820AB;201001AB;201000AB;200998AB;,"LINESTRING (-112.402538 33.665005, -112.401189 33.668896, -112.393117 33.666132, -112.390686 33.669473, -112.395598 33.674156, -112.402696 33.679682, -112.403035 33.679927, -112.403932 33.680592, -112.404774 33.681245, -112.405334 33.681636, -112.412007 33.686868, -112.423245 33.695797, -112.446316 33.713652, -112.463132 33.711342, -112.464113 33.711342, -112.469722 33.711339, -112.478543 33.711346)",,,,
,1462,623,615,0,1,0,sov,PM,0.86,0,1,2,2,0,10,18.7,18.6701,18.6701,7.4007,623;202731;202733;202735;202734;202796;202925;202924;202825;615;,201341AB;201104BA;201532BA;201102AB;detour-linkb;201595BA;200820AB;201001AB;200997BA;,"LINESTRING (-112.402538 33.665005, -112.401189 33.668896, -112.393117 33.666132, -112.390686 33.669473, -112.395598 33.674156, -112.423245 33.695797, -112.446316 33.713652, -112.463132 33.711342, -112.464113 33.711342, -112.462040 33.693113)",,,,
,1463,623,615,1,2,0,sov,PM,1.34,0,1,2,1,0,16,15.5,15.5134,15.5134,7.8428,623;202731;202733;202735;202734;202580;202576;202575;202577;202790;202809;202796;202925;202924;202825;615;,201341AB;201104BA;201532BA;201102AB;201342BA;201354BA;201353BA;201351BA;201346BA;201065BA;201606BA;201595BA;200820AB;201001AB;200997BA;,"LINESTRING (-112.402538 33.665005, -112.401189 33.668896, -112.393117 33.666132, -112.390686 33.669473, -112.395598 33.674156, -112.402696 33.679682, -112.403035 33.679927, -112.403932 33.680592, -112.404774 33.681245, -112.405334 33.681636, -112.412007 33.686868, -112.423245 33.695797, -112.446316 33.713652, -112.463132 33.711342, -112.464113 33.711342, -112.462040 33.693113)",,,,
,1466,623,620,0,1,0,sov,PM,0.56,0,1,2,2,0,8,14,14.0189,14.0189,5.1173,623;202731;202733;202735;202734;202796;202904;620;,201341AB;201104BA;201532BA;201102AB;detour-linkb;201061AB;201290BA;,"LINESTRING (-112.402538 33.665005, -112.401189 33.668896, -112.393117 33.666132, -112.390686 33.669473, -112.395598 33.674156, -112.423245 33.695797, -112.440810 33.682018, -112.433183 33.684132)",,,,
,1467,623,620,1,2,0,sov,PM,6.16,0,1,2,1,0,12,9.5,9.5305,9.5305,4.0281,623;202731;202733;202735;202734;202580;202576;202575;202577;202790;202809;620;,201341AB;201104BA;201532BA;201102AB;201342BA;201354BA;201353BA;201351BA;201346BA;201065BA;201046BA;,"LINESTRING (-112.402538 33.665005, -112.401189 33.668896, -112.393117 33.666132, -112.390686 33.669473, -112.395598 33.674156, -112.402696 33.679682, -112.403035 33.679927, -112.403932 33.680592, -112.404774 33.681245, -112.405334 33.681636, -112.412007 33.686868, -112.433183 33.684132)",,,,
,1495,623,2125,0,1,0,sov,PM,0.83,0,1,2,2,0,9,17.3,17.3435,17.3435,7.0569,623;202731;202733;202735;202734;202796;202925;202923;2125;,201341AB;201104BA;201532BA;201102AB;detour-linkb;201595BA;200821AB;201005BA;,"LINESTRING (-112.402538 33.665005, -112.401189 33.668896, -112.393117 33.666132, -112.390686 33.669473, -112.395598 33.674156, -112.423245 33.695797, -112.446316 33.713652, -112.460994 33.725310, -112.474416 33.729884)",,,,
,1496,623,2125,1,2,0,sov,PM,1.37,0,1,2,1,0,15,14.2,14.1868,14.1868,7.499,623;202731;202733;202735;202734;202580;202576;202575;202577;202790;202809;202796;202925;202923;2125;,201341AB;201104BA;201532BA;201102AB;201342BA;201354BA;201353BA;201351BA;201346BA;201065BA;201606BA;201595BA;200821AB;201005BA;,"LINESTRING (-112.402538 33.665005, -112.401189 33.668896, -112.393117 33.666132, -112.390686 33.669473, -112.395598 33.674156, -112.402696 33.679682, -112.403035 33.679927, -112.403932 33.680592, -112.404774 33.681245, -112.405334 33.681636, -112.412007 33.686868, -112.423245 33.695797, -112.446316 33.713652, -112.460994 33.725310, -112.474416 33.729884)",,,,
,1499,623,2142,0,1,0,sov,PM,0.74,0,1,2,2,0,7,13.8,13.7568,13.7568,4.3262,623;202731;202733;202735;202734;202796;2142;,201341AB;201104BA;201532BA;201102AB;detour-linkb;201603BA;,"LINESTRING (-112.402538 33.665005, -112.401189 33.668896, -112.393117 33.666132, -112.390686 33.669473, -112.395598 33.674156, -112.423245 33.695797, -112.426521 33.711249)",,,,
,1500,623,2142,1,2,0,sov,PM,1.46,0,1,2,1,0,13,10.6,10.6001,10.6001,4.7683,623;202731;202733;202735;202734;202580;202576;202575;202577;202790;202809;202796;2142;,201341AB;201104BA;201532BA;201102AB;201342BA;201354BA;201353BA;201351BA;201346BA;201065BA;201606BA;201603BA;,"LINESTRING (-112.402538 33.665005, -112.401189 33.668896, -112.393117 33.666132, -112.390686 33.669473, -112.395598 33.674156, -112.402696 33.679682, -112.403035 33.679927, -112.403932 33.680592, -112.404774 33.681245, -112.405334 33.681636, -112.412007 33.686868, -112.423245 33.695797, -112.426521 33.711249)",,,,
,1501,623,2146,0,1,0,sov,PM,0.8,0,1,2,2,0,10,15.9,15.9347,15.9347,6.7071,623;202731;202733;202735;202734;202796;202925;202924;202831;2146;,201341AB;201104BA;201532BA;201102AB;detour-linkb;201595BA;200820AB;200985AB;200989BA;,"LINESTRING (-112.402538 33.665005, -112.401189 33.668896, -112.393117 33.666132, -112.390686 33.669473, -112.395598 33.674156, -112.423245 33.695797, -112.446316 33.713652, -112.463132 33.711342, -112.463132 33.718526, -112.464659 33.717140)",,,,
,1502,623,2146,1,2,0,sov,PM,1.4,0,1,2,1,0,16,12.8,12.778,12.778,7.1493,623;202731;202733;202735;202734;202580;202576;202575;202577;202790;202809;202796;202925;202924;202831;2146;,201341AB;201104BA;201532BA;201102AB;201342BA;201354BA;201353BA;201351BA;201346BA;201065BA;201606BA;201595BA;200820AB;200985AB;200989BA;,"LINESTRING (-112.402538 33.665005, -112.401189 33.668896, -112.393117 33.666132, -112.390686 33.669473, -112.395598 33.674156, -112.402696 33.679682, -112.403035 33.679927, -112.403932 33.680592, -112.404774 33.681245, -112.405334 33.681636, -112.412007 33.686868, -112.423245 33.695797, -112.446316 33.713652, -112.463132 33.711342, -112.463132 33.718526, -112.464659 33.717140)",,,,
,1516,624,16,0,1,0,sov,PM,0.84,0,1,2,2,0,11,17.9,17.8726,17.8726,7.8893,624;202732;202733;202735;202734;202796;202925;202924;202825;202824;202894;,201266AB;201103BA;201532BA;201102AB;detour-linkb;201595BA;200820AB;201001AB;201000AB;200998AB;,"LINESTRING (-112.398425 33.646390, -112.404481 33.654611, -112.393117 33.666132, -112.390686 33.669473, -112.395598 33.674156, -112.423245 33.695797, -112.446316 33.713652, -112.463132 33.711342, -112.464113 33.711342, -112.469722 33.711339, -112.478543 33.711346)",,,,
,1517,624,16,1,2,0,sov,PM,1.36,0,1,2,1,0,17,14.7,14.7159,14.7159,8.3314,624;202732;202733;202735;202734;202580;202576;202575;202577;202790;202809;202796;202925;202924;202825;202824;202894;,201266AB;201103BA;201532BA;201102AB;201342BA;201354BA;201353BA;201351BA;201346BA;201065BA;201606BA;201595BA;200820AB;201001AB;201000AB;200998AB;,"LINESTRING (-112.398425 33.646390, -112.404481 33.654611, -112.393117 33.666132, -112.390686 33.669473, -112.395598 33.674156, -112.402696 33.679682, -112.403035 33.679927, -112.403932 33.680592, -112.404774 33.681245, -112.405334 33.681636, -112.412007 33.686868, -112.423245 33.695797, -112.446316 33.713652, -112.463132 33.711342, -112.464113 33.711342, -112.469722 33.711339, -112.478543 33.711346)",,,,
,1521,624,615,0,1,0,sov,PM,0.88,0,1,2,2,0,10,20.4,20.4075,20.4075,8.3202,624;202732;202733;202735;202734;202796;202925;202924;202825;615;,201266AB;201103BA;201532BA;201102AB;detour-linkb;201595BA;200820AB;201001AB;200997BA;,"LINESTRING (-112.398425 33.646390, -112.404481 33.654611, -112.393117 33.666132, -112.390686 33.669473, -112.395598 33.674156, -112.423245 33.695797, -112.446316 33.713652, -112.463132 33.711342, -112.464113 33.711342, -112.462040 33.693113)",,,,
,1522,624,615,1,2,0,sov,PM,1.32,0,1,2,1,0,16,17.3,17.2508,17.2508,8.7623,624;202732;202733;202735;202734;202580;202576;202575;202577;202790;202809;202796;202925;202924;202825;615;,201266AB;201103BA;201532BA;201102AB;201342BA;201354BA;201353BA;201351BA;201346BA;201065BA;201606BA;201595BA;200820AB;201001AB;200997BA;,"LINESTRING (-112.398425 33.646390, -112.404481 33.654611, -112.393117 33.666132, -112.390686 33.669473, -112.395598 33.674156, -112.402696 33.679682, -112.403035 33.679927, -112.403932 33.680592, -112.404774 33.681245, -112.405334 33.681636, -112.412007 33.686868, -112.423245 33.695797, -112.446316 33.713652, -112.463132 33.711342, -112.464113 33.711342, -112.462040 33.693113)",,,,
,1525,624,620,0,1,0,sov,PM,0.65,0,1,2,2,0,8,15.8,15.7564,15.7564,6.0368,624;202732;202733;202735;202734;202796;202904;620;,201266AB;201103BA;201532BA;201102AB;detour-linkb;201061AB;201290BA;,"LINESTRING (-112.398425 33.646390, -112.404481 33.654611, -112.393117 33.666132, -112.390686 33.669473, -112.395598 33.674156, -112.423245 33.695797, -112.440810 33.682018, -112.433183 33.684132)",,,,
,1526,624,620,1,2,0,sov,PM,3.43,0,1,2,1,0,12,11.3,11.268,11.268,4.9476,624;202732;202733;202735;202734;202580;202576;202575;202577;202790;202809;620;,201266AB;201103BA;201532BA;201102AB;201342BA;201354BA;201353BA;201351BA;201346BA;201065BA;201046BA;,"LINESTRING (-112.398425 33.646390, -112.404481 33.654611, -112.393117 33.666132, -112.390686 33.669473, -112.395598 33.674156, -112.402696 33.679682, -112.403035 33.679927, -112.403932 33.680592, -112.404774 33.681245, -112.405334 33.681636, -112.412007 33.686868, -112.433183 33.684132)",,,,
,1554,624,2125,0,1,0,sov,PM,0.86,0,1,2,2,0,9,19.1,19.081,19.081,7.9764,624;202732;202733;202735;202734;202796;202925;202923;2125;,201266AB;201103BA;201532BA;201102AB;detour-linkb;201595BA;200821AB;201005BA;,"LINESTRING (-112.398425 33.646390, -112.404481 33.654611, -112.393117 33.666132, -112.390686 33.669473, -112.395598 33.674156, -112.423245 33.695797, -112.446316 33.713652, -112.460994 33.725310, -112.474416 33.729884)",,,,
