first_column,path_no,o_zone_id,d_zone_id,within_OD_path_no,path_id,information_type,agent_type,demand_period,volume,assign_volume,subarea_flag,OD_impact_flag,path_network_design_flag,toll,#_of_nodes,travel_time,VDF_travel_time,VDF_travel_time_without_access_link,distance_km,node_sequence,link_sequence,geometry,link_type_name_sequence,link_code_sequence,link_link_distance_VDF_sequence,link_FFTT_sequence
,880,19,16,1,2,0,sov,PM,1.32,0,1,2,1,0,20,17.5,17.4823,17.4823,10.1502,202498;202497;202499;202525;202516;202504;202735;202734;202580;202576;202575;202577;202790;202809;202796;202925;202924;202825;202824;202894;,201568AB;201551BA;201558BA;201500BA;201541AB;201533BA;201102AB;201342BA;201354BA;201353BA;201351BA;201346BA;201065BA;201606BA;201595BA;200820AB;201001AB;201000AB;200998AB;,"LINESTRING (-112.342079 33.632787, -112.342088 33.632453, -112.350235 33.638677, -112.359637 33.645901, -112.370098 33.654190, -112.373609 33.656892, -112.390686 33.669473, -112.395598 33.674156, -112.402696 33.679682, -112.403035 33.679927, -112.403932 33.680592, -112.404774 33.681245, -112.405334 33.681636, -112.412007 33.686868, -112.423245 33.695797, -112.446316 33.713652, -112.463132 33.711342, -112.464113 33.711342, -112.469722 33.711339, -112.478543 33.711346)",,,,
,884,19,615,0,1,0,sov,PM,0.91,0,1,2,2,0,13,23.2,23.1739,23.1739,10.139,202498;202497;202499;202525;202516;202504;202735;202734;202796;202925;202924;202825;615;,201568AB;201551BA;201558BA;201500BA;201541AB;201533BA;201102AB;detour-linkb;201595BA;200820AB;201001AB;200997BA;,"LINESTRING (-112.342079 33.632787, -112.342088 33.632453, -112.350235 33.638677, -112.359637 33.645901, -112.370098 33.654190, -112.373609 33.656892, -112.390686 33.669473, -112.395598 33.674156, -112.423245 33.695797, -112.446316 33.713652, -112.463132 33.711342, -112.464113 33.711342, -112.462040 33.693113)",,,,
,885,19,615,1,2,0,sov,PM,1.29,0,1,2,1,0,19,20,20.0172,20.0172,10.5811,202498;202497;202499;202525;202516;202504;202735;202734;202580;202576;202575;202577;202790;202809;202796;202925;202924;202825;615;,201568AB;201551BA;201558BA;201500BA;201541AB;201533BA;201102AB;201342BA;201354BA;201353BA;201351BA;201346BA;201065BA;201606BA;201595BA;200820AB;201001AB;200997BA;,"LINESTRING (-112.342079 33.632787, -112.342088 33.632453, -112.350235 33.638677, -112.359637 33.645901, -112.370098 33.654190, -112.373609 33.656892, -112.390686 33.669473, -112.395598 33.674156, -112.402696 33.679682, -112.403035 33.679927, -112.403932 33.680592, -112.404774 33.681245, -112.405334 33.681636, -112.412007 33.686868, -112.423245 33.695797, -112.446316 33.713652, -112.463132 33.711342, -112.464113 33.711342, -112.462040 33.693113)",,,,
,888,19,620,0,1,0,sov,PM,0.74,0,1,2,2,0,11,18.5,18.5228,18.5228,7.8556,202498;202497;202499;202525;202516;202504;202735;202734;202796;202904;620;,201568AB;201551BA;201558BA;201500BA;201541AB;201533BA;201102AB;detour-linkb;201061AB;201290BA;,"LINESTRING (-112.342079 33.632787, -112.342088 33.632453, -112.350235 33.638677, -112.359637 33.645901, -112.370098 33.654190, -112.373609 33.656892, -112.390686 33.669473, -112.395598 33.674156, -112.423245 33.695797, -112.440810 33.682018, -112.433183 33.684132)",,,,
,889,19,620,1,2,0,sov,PM,3.14,0,1,2,1,0,15,14,14.0344,14.0344,6.7663,202498;202497;202499;202525;202516;202504;202735;202734;202580;202576;202575;202577;202790;202809;620;,201568AB;201551BA;201558BA;201500BA;201541AB;201533BA;201102AB;201342BA;201354BA;201353BA;201351BA;201346BA;201065BA;201046BA;,"LINESTRING (-112.342079 33.632787, -112.342088 33.632453, -112.350235 33.638677, -112.359637 33.645901, -112.370098 33.654190, -112.373609 33.656892, -112.390686 33.669473, -112.395598 33.674156, -112.402696 33.679682, -112.403035 33.679927, -112.403932 33.680592, -112.404774 33.681245, -112.405334 33.681636, -112.412007 33.686868, -112.433183 33.684132)",,,,
,921,19,2125,0,1,0,sov,PM,0.9,0,1,2,2,0,12,21.8,21.8474,21.8474,9.7952,202498;202497;202499;202525;202516;202504;202735;202734;202796;202925;202923;2125;,201568AB;201551BA;201558BA;201500BA;201541AB;201533BA;201102AB;detour-linkb;201595BA;200821AB;201005BA;,"LINESTRING (-112.342079 33.632787, -112.342088 33.632453, -112.350235 33.638677, -112.359637 33.645901, -112.370098 33.654190, -112.373609 33.656892, -112.390686 33.669473, -112.395598 33.674156, -112.423245 33.695797, -112.446316 33.713652, -112.460994 33.725310, -112.474416 33.729884)",,,,
,922,19,2125,1,2,0,sov,PM,1.3,0,1,2,1,0,18,18.7,18.6907,18.6907,10.2373,202498;202497;202499;202525;202516;202504;202735;202734;202580;202576;202575;202577;202790;202809;202796;202925;202923;2125;,201568AB;201551BA;201558BA;201500BA;201541AB;201533BA;201102AB;201342BA;201354BA;201353BA;201351BA;201346BA;201065BA;201606BA;201595BA;200821AB;201005BA;,"LINESTRING (-112.342079 33.632787, -112.342088 33.632453, -112.350235 33.638677, -112.359637 33.645901, -112.370098 33.654190, -112.373609 33.656892, -112.390686 33.669473, -112.395598 33.674156, -112.402696 33.679682, -112.403035 33.679927, -112.403932 33.680592, -112.404774 33.681245, -112.405334 33.681636, -112.412007 33.686868, -112.423245 33.695797, -112.446316 33.713652, -112.460994 33.725310, -112.474416 33.729884)",,,,
,925,19,2142,0,1,0,sov,PM,0.85,0,1,2,2,0,10,18.3,18.2607,18.2607,7.0645,202498;202497;202499;202525;202516;202504;202735;202734;202796;2142;,201568AB;201551BA;201558BA;201500BA;201541AB;201533BA;201102AB;detour-linkb;201603BA;,"LINESTRING (-112.342079 33.632787, -112.342088 33.632453, -112.350235 33.638677, -112.359637 33.645901, -112.370098 33.654190, -112.373609 33.656892, -112.390686 33.669473, -112.395598 33.674156, -112.423245 33.695797, -112.426521 33.711249)",,,,
,926,19,2142,1,2,0,sov,PM,1.35,0,1,2,1,0,16,15.1,15.104,15.104,7.5066,202498;202497;202499;202525;202516;202504;202735;202734;202580;202576;202575;202577;202790;202809;202796;2142;,201568AB;201551BA;201558BA;201500BA;201541AB;201533BA;201102AB;201342BA;201354BA;201353BA;201351BA;201346BA;201065BA;201606BA;201603BA;,"LINESTRING (-112.342079 33.632787, -112.342088 33.632453, -112.350235 33.638677, -112.359637 33.645901, -112.370098 33.654190, -112.373609 33.656892, -112.390686 33.669473, -112.395598 33.674156, -112.402696 33.679682, -112.403035 33.679927, -112.403932 33.680592, -112.404774 33.681245, -112.405334 33.681636, -112.412007 33.686868, -112.423245 33.695797, -112.426521 33.711249)",,,,
,927,19,2146,0,1,0,sov,PM,0.88,0,1,2,2,0,13,20.4,20.4386,20.4386,9.4454,202498;202497;202499;202525;202516;202504;202735;202734;202796;202925;202924;202831;2146;,201568AB;201551BA;201558BA;201500BA;201541AB;201533BA;201102AB;detour-linkb;201595BA;200820AB;200985AB;200989BA;,"LINESTRING (-112.342079 33.632787, -112.342088 33.632453, -112.350235 33.638677, -112.359637 33.645901, -112.370098 33.654190, -112.373609 33.656892, -112.390686 33.669473, -112.395598 33.674156, -112.423245 33.695797, -112.446316 33.713652, -112.463132 33.711342, -112.463132 33.718526, -112.464659 33.717140)",,,,
,928,19,2146,1,2,0,sov,PM,1.32,0,1,2,1,0,19,17.3,17.2819,17.2819,9.8875,202498;202497;202499;202525;202516;202504;202735;202734;202580;202576;202575;202577;202790;202809;202796;202925;202924;202831;2146;,201568AB;201551BA;201558BA;201500BA;201541AB;201533BA;201102AB;201342BA;201354BA;201353BA;201351BA;201346BA;201065BA;201606BA;201595BA;200820AB;200985AB;200989BA;,"LINESTRING (-112.342079 33.632787, -112.342088 33.632453, -112.350235 33.638677, -112.359637 33.645901, -112.370098 33.654190, -112.373609 33.656892, -112.390686 33.669473, -112.395598 33.674156, -112.402696 33.679682, -112.403035 33.679927, -112.403932 33.680592, -112.404774 33.681245, -112.405334 33.681636, -112.412007 33.686868, -112.423245 33.695797, -112.446316 33.713652, -112.463132 33.711342, -112.463132 33.718526, -112.464659 33.717140)",,,,
,980,615,2,0,1,0,sov,PM,0.8,0,1,2,2,0,15,30.3,30.3256,30.3256,11.7442,615;202825;202924;202925;202796;202734;202735;202504;202516;202525;202499;202500;202782;202783;202354;,200997AB;201001BA;200820BA;201595AB;detour-linka;201102BA;201533AB;201541BA;201500AB;201558AB;201549BA;201574BA;201070BA;201823AB;,"LINESTRING (-112.462040 33.693113, -112.464113 33.711342, -112.463132 33.711342, -112.446316 33.713652, -112.423245 33.695797, -112.395598 33.674156, -112.390686 33.669473, -112.373609 33.656892, -112.370098 33.654190, -112.359637 33.645901, -112.350235 33.638677, -112.342096 33.638688, -112.334501 33.638522, -112.324760 33.638727, -112.310974 33.638683)",,,,
,981,615,2,6,7,0,sov,PM,1.06,0,1,2,1,0,20,25.3,25.3081,25.3081,12.8371,615;202905;202904;202796;202809;202790;202577;202575;202576;202580;202734;202735;202504;202516;202525;202499;202500;202782;202783;202354;,200846AB;200833AB;201061BA;201606AB;201065AB;201346AB;201351AB;201353AB;201354AB;201342AB;201102BA;201533AB;201541BA;201500AB;201558AB;201549BA;201574BA;201070BA;201823AB;,"LINESTRING (-112.462040 33.693113, -112.478594 33.682073, -112.440810 33.682018, -112.423245 33.695797, -112.412007 33.686868, -112.405334 33.681636, -112.404774 33.681245, -112.403932 33.680592, -112.403035 33.679927, -112.402696 33.679682, -112.395598 33.674156, -112.390686 33.669473, -112.373609 33.656892, -112.370098 33.654190, -112.359637 33.645901, -112.350235 33.638677, -112.342096 33.638688, -112.334501 33.638522, -112.324760 33.638727, -112.310974 33.638683)",,,,
,982,615,2,4,5,0,sov,PM,1.88,0,1,2,1,0,21,24.4,24.3572,24.3572,12.1863,615;202825;202924;202925;202796;202809;202790;202577;202575;202576;202580;202734;202735;202504;202516;202525;202499;202500;202782;202783;202354;,200997AB;201001BA;200820BA;201595AB;201606AB;201065AB;201346AB;201351AB;201353AB;201354AB;201342AB;201102BA;201533AB;201541BA;201500AB;201558AB;201549BA;201574BA;201070BA;201823AB;,"LINESTRING (-112.462040 33.693113, -112.464113 33.711342, -112.463132 33.711342, -112.446316 33.713652, -112.423245 33.695797, -112.412007 33.686868, -112.405334 33.681636, -112.404774 33.681245, -112.403932 33.680592, -112.403035 33.679927, -112.402696 33.679682, -112.395598 33.674156, -112.390686 33.669473, -112.373609 33.656892, -112.370098 33.654190, -112.359637 33.645901, -112.350235 33.638677, -112.342096 33.638688, -112.334501 33.638522, -112.324760 33.638727, -112.310974 33.638683)",,,,
,983,615,2,1,2,0,sov,PM,1.53,0,1,2,1,0,22,25.8,25.7965,25.7965,13.2411,615;202905;202904;202796;202809;202790;202577;202575;202576;202580;202734;202735;202506;202505;202519;202518;202517;202523;202522;202782;202783;202354;,200846AB;200833AB;201061BA;201606AB;201065AB;201346AB;201351AB;201353AB;201354AB;201342AB;201102BA;201537AB;201536BA;201531BA;201530AB;201497AB;201581AB;201494AB;201573AB;201070BA;201823AB;,"LINESTRING (-112.462040 33.693113, -112.478594 33.682073, -112.440810 33.682018, -112.423245 33.695797, -112.412007 33.686868, -112.405334 33.681636, -112.404774 33.681245, -112.403932 33.680592, -112.403035 33.679927, -112.402696 33.679682, -112.395598 33.674156, -112.390686 33.669473, -112.387473 33.671728, -112.379549 33.672571, -112.371726 33.670753, -112.364881 33.665829, -112.358748 33.661900, -112.348458 33.654638, -112.337504 33.649679, -112.334501 33.638522, -112.324760 33.638727, -112.310974 33.638683)",,,,
,984,615,2,5,6,0,sov,PM,1.08,0,1,2,1,0,23,24.8,24.8456,24.8456,12.5904,615;202825;202924;202925;202796;202809;202790;202577;202575;202576;202580;202734;202735;202506;202505;202519;202518;202517;202523;202522;202782;202783;202354;,200997AB;201001BA;200820BA;201595AB;201606AB;201065AB;201346AB;201351AB;201353AB;201354AB;201342AB;201102BA;201537AB;201536BA;201531BA;201530AB;201497AB;201581AB;201494AB;201573AB;201070BA;201823AB;,"LINESTRING (-112.462040 33.693113, -112.464113 33.711342, -112.463132 33.711342, -112.446316 33.713652, -112.423245 33.695797, -112.412007 33.686868, -112.405334 33.681636, -112.404774 33.681245, -112.403932 33.680592, -112.403035 33.679927, -112.402696 33.679682, -112.395598 33.674156, -112.390686 33.669473, -112.387473 33.671728, -112.379549 33.672571, -112.371726 33.670753, -112.364881 33.665829, -112.358748 33.661900, -112.348458 33.654638, -112.337504 33.649679, -112.334501 33.638522, -112.324760 33.638727, -112.310974 33.638683)",,,,
,985,615,2,2,3,0,sov,PM,0.96,0,1,2,1,0,23,27.7,27.7246,27.7246,16.1879,615;202905;202904;202796;202809;202790;202577;202575;202576;202579;202753;202752;202487;202467;202748;202788;202789;202804;202785;202803;202370;202783;202354;,200846AB;200833AB;201061BA;201606AB;201065AB;201346AB;201351AB;201353AB;201350AB;201349AB;201086AB;201590AB;201634AB;201642AB;201645BA;201090AB;201849AB;201844BA;201847AB;201810AB;201827BA;201823AB;,"LINESTRING (-112.462040 33.693113, -112.478594 33.682073, -112.440810 33.682018, -112.423245 33.695797, -112.412007 33.686868, -112.405334 33.681636, -112.404774 33.681245, -112.403932 33.680592, -112.403035 33.679927, -112.405285 33.678920, -112.403023 33.681234, -112.396280 33.687252, -112.389369 33.692288, -112.359900 33.696558, -112.334078 33.698246, -112.334084 33.692359, -112.325928 33.681420, -112.325834 33.674807, -112.325524 33.667625, -112.325009 33.653237, -112.324998 33.649988, -112.324760 33.638727, -112.310974 33.638683)",,,,
,986,615,2,3,4,0,sov,PM,1,0,1,2,1,0,24,26.8,26.7737,26.7737,15.5371,615;202825;202924;202925;202796;202809;202790;202577;202575;202576;202579;202753;202752;202487;202467;202748;202788;202789;202804;202785;202803;202370;202783;202354;,200997AB;201001BA;200820BA;201595AB;201606AB;201065AB;201346AB;201351AB;201353AB;201350AB;201349AB;201086AB;201590AB;201634AB;201642AB;201645BA;201090AB;201849AB;201844BA;201847AB;201810AB;201827BA;201823AB;,"LINESTRING (-112.462040 33.693113, -112.464113 33.711342, -112.463132 33.711342, -112.446316 33.713652, -112.423245 33.695797, -112.412007 33.686868, -112.405334 33.681636, -112.404774 33.681245, -112.403932 33.680592, -112.403035 33.679927, -112.405285 33.678920, -112.403023 33.681234, -112.396280 33.687252, -112.389369 33.692288, -112.359900 33.696558, -112.334078 33.698246, -112.334084 33.692359, -112.325928 33.681420, -112.325834 33.674807, -112.325524 33.667625, -112.325009 33.653237, -112.324998 33.649988, -112.324760 33.638727, -112.310974 33.638683)",,,,
,987,615,3,0,1,0,sov,PM,0.76,0,1,2,2,0,13,27.9,27.8565,27.8565,11.013,615;202825;202924;202925;202796;202734;202735;202504;202516;202525;202499;202497;202780;,200997AB;201001BA;200820BA;201595AB;detour-linka;201102BA;201533AB;201541BA;201500AB;201558AB;201551AB;201564AB;,"LINESTRING (-112.462040 33.693113, -112.464113 33.711342, -112.463132 33.711342, -112.446316 33.713652, -112.423245 33.695797, -112.395598 33.674156, -112.390686 33.669473, -112.373609 33.656892, -112.370098 33.654190, -112.359637 33.645901, -112.350235 33.638677, -112.342088 33.632453, -112.330766 33.623526)",,,,
,988,615,3,2,3,0,sov,PM,1.06,0,1,2,1,0,18,22.8,22.8391,22.8391,12.1058,615;202905;202904;202796;202809;202790;202577;202575;202576;202580;202734;202735;202504;202516;202525;202499;202497;202780;,200846AB;200833AB;201061BA;201606AB;201065AB;201346AB;201351AB;201353AB;201354AB;201342AB;201102BA;201533AB;201541BA;201500AB;201558AB;201551AB;201564AB;,"LINESTRING (-112.462040 33.693113, -112.478594 33.682073, -112.440810 33.682018, -112.423245 33.695797, -112.412007 33.686868, -112.405334 33.681636, -112.404774 33.681245, -112.403932 33.680592, -112.403035 33.679927, -112.402696 33.679682, -112.395598 33.674156, -112.390686 33.669473, -112.373609 33.656892, -112.370098 33.654190, -112.359637 33.645901, -112.350235 33.638677, -112.342088 33.632453, -112.330766 33.623526)",,,,
,989,615,3,3,4,0,sov,PM,1.1,0,1,2,1,0,19,21.9,21.8881,21.8881,11.4551,615;202825;202924;202925;202796;202809;202790;202577;202575;202576;202580;202734;202735;202504;202516;202525;202499;202497;202780;,200997AB;201001BA;200820BA;201595AB;201606AB;201065AB;201346AB;201351AB;201353AB;201354AB;201342AB;201102BA;201533AB;201541BA;201500AB;201558AB;201551AB;201564AB;,"LINESTRING (-112.462040 33.693113, -112.464113 33.711342, -112.463132 33.711342, -112.446316 33.713652, -112.423245 33.695797, -112.412007 33.686868, -112.405334 33.681636, -112.404774 33.681245, -112.403932 33.680592, -112.403035 33.679927, -112.402696 33.679682, -112.395598 33.674156, -112.390686 33.669473, -112.373609 33.656892, -112.370098 33.654190, -112.359637 33.645901, -112.350235 33.638677, -112.342088 33.632453, -112.330766 33.623526)",,,,
,990,615,3,1,2,0,sov,PM,1.06,0,1,2,1,0,19,22.8,22.8105,22.8105,12.1374,615;202905;202904;202796;202809;202790;202577;202575;202576;202580;202734;202735;202504;202516;202525;202499;202497;202498;202495;,200846AB;200833AB;201061BA;201606AB;201065AB;201346AB;201351AB;201353AB;201354AB;201342AB;201102BA;201533AB;201541BA;201500AB;201558AB;201551AB;201568BA;201562AB;,"LINESTRING (-112.462040 33.693113, -112.478594 33.682073, -112.440810 33.682018, -112.423245 33.695797, -112.412007 33.686868, -112.405334 33.681636, -112.404774 33.681245, -112.403932 33.680592, -112.403035 33.679927, -112.402696 33.679682, -112.395598 33.674156, -112.390686 33.669473, -112.373609 33.656892, -112.370098 33.654190, -112.359637 33.645901, -112.350235 33.638677, -112.342088 33.632453, -112.342079 33.632787, -112.330326 33.624071)",,,,
,991,615,3,4,5,0,sov,PM,1.53,0,1,2,1,0,20,21.9,21.8595,21.8595,11.4866,615;202825;202924;202925;202796;202809;202790;202577;202575;202576;202580;202734;202735;202504;202516;202525;202499;202497;202498;202495;,200997AB;201001BA;200820BA;201595AB;201606AB;201065AB;201346AB;201351AB;201353AB;201354AB;201342AB;201102BA;201533AB;201541BA;201500AB;201558AB;201551AB;201568BA;201562AB;,"LINESTRING (-112.462040 33.693113, -112.464113 33.711342, -112.463132 33.711342, -112.446316 33.713652, -112.423245 33.695797, -112.412007 33.686868, -112.405334 33.681636, -112.404774 33.681245, -112.403932 33.680592, -112.403035 33.679927, -112.402696 33.679682, -112.395598 33.674156, -112.390686 33.669473, -112.373609 33.656892, -112.370098 33.654190, -112.359637 33.645901, -112.350235 33.638677, -112.342088 33.632453, -112.342079 33.632787, -112.330326 33.624071)",,,,
,994,615,9,0,1,0,sov,PM,0.75,0,1,2,2,0,13,26.9,26.9356,26.9356,10.4409,615;202825;202924;202925;202796;202734;202735;202504;202516;202525;202499;202497;202501;,200997AB;201001BA;200820BA;201595AB;detour-linka;201102BA;201533AB;201541BA;201500AB;201558AB;201551AB;201563AB;,"LINESTRING (-112.462040 33.693113, -112.464113 33.711342, -112.463132 33.711342, -112.446316 33.713652, -112.423245 33.695797, -112.395598 33.674156, -112.390686 33.669473, -112.373609 33.656892, -112.370098 33.654190, -112.359637 33.645901, -112.350235 33.638677, -112.342088 33.632453, -112.341961 33.627740)",,,,
,995,615,9,1,2,0,sov,PM,1.44,0,1,2,1,0,18,21.9,21.9182,21.9182,11.5337,615;202905;202904;202796;202809;202790;202577;202575;202576;202580;202734;202735;202504;202516;202525;202499;202497;202501;,200846AB;200833AB;201061BA;201606AB;201065AB;201346AB;201351AB;201353AB;201354AB;201342AB;201102BA;201533AB;201541BA;201500AB;201558AB;201551AB;201563AB;,"LINESTRING (-112.462040 33.693113, -112.478594 33.682073, -112.440810 33.682018, -112.423245 33.695797, -112.412007 33.686868, -112.405334 33.681636, -112.404774 33.681245, -112.403932 33.680592, -112.403035 33.679927, -112.402696 33.679682, -112.395598 33.674156, -112.390686 33.669473, -112.373609 33.656892, -112.370098 33.654190, -112.359637 33.645901, -112.350235 33.638677, -112.342088 33.632453, -112.341961 33.627740)",,,,
,996,615,9,2,3,0,sov,PM,1.5,0,1,2,1,0,19,21,20.9673,20.9673,10.883,615;202825;202924;202925;202796;202809;202790;202577;202575;202576;202580;202734;202735;202504;202516;202525;202499;202497;202501;,200997AB;201001BA;200820BA;201595AB;201606AB;201065AB;201346AB;201351AB;201353AB;201354AB;201342AB;201102BA;201533AB;201541BA;201500AB;201558AB;201551AB;201563AB;,"LINESTRING (-112.462040 33.693113, -112.464113 33.711342, -112.463132 33.711342, -112.446316 33.713652, -112.423245 33.695797, -112.412007 33.686868, -112.405334 33.681636, -112.404774 33.681245, -112.403932 33.680592, -112.403035 33.679927, -112.402696 33.679682, -112.395598 33.674156, -112.390686 33.669473, -112.373609 33.656892, -112.370098 33.654190, -112.359637 33.645901, -112.350235 33.638677, -112.342088 33.632453, -112.341961 33.627740)",,,,
