link_id,tmc_corridor_name,tmc_road_sequence,tmc,link_type_name,from_node_id,to_node_id,geometry,link_type_code,FT,AT,nlanes,link_distance_VDF,free_speed,capacity,k_critical,v_congestion_cutoff,AM_Volume,AM_speed_BPR,AM_speed_QVDF,AM_t0,AM_t3,AM_P, AM_D,AM_DC_ratio,AM_mu,MD_Volume,MD_speed_BPR,MD_speed_QVDF,MD_t0,MD_t3,MD_P, MD_D,MD_DC_ratio,MD_mu,PM_Volume,PM_speed_BPR,PM_speed_QVDF,PM_t0,PM_t3,PM_P, PM_D,PM_DC_ratio,PM_mu,vh06,vh07,vh08,vh09,vh10,vh11,vh12,vh13,vh14,vh15,vh16,vh17,vh18,vh19,vrh06,vrh07,vrh08,vrh09,vrh10,vrh11,vrh12,vrh13,vrh14,vrh15,vrh16,vrh17,vrh18,vrh19,v06:00,v06:15,v06:30,v06:45,v07:00,v07:15,v07:30,v07:45,v08:00,v08:15,v08:30,v08:45,v09:00,v09:15,v09:30,v09:45,v10:00,v10:15,v10:30,v10:45,v11:00,v11:15,v11:30,v11:45,v12:00,v12:15,v12:30,v12:45,v13:00,v13:15,v13:30,v13:45,v14:00,v14:15,v14:30,v14:45,v15:00,v15:15,v15:30,v15:45,v16:00,v16:15,v16:30,v16:45,v17:00,v17:15,v17:30,v17:45,v18:00,v18:15,v18:30,v18:45,v19:00,v19:15,v19:30,v19:45,vr06:00,vr06:15,vr06:30,vr06:45,vr07:00,vr07:15,vr07:30,vr07:45,vr08:00,vr08:15,vr08:30,vr08:45,vr09:00,vr09:15,vr09:30,vr09:45,vr10:00,vr10:15,vr10:30,vr10:45,vr11:00,vr11:15,vr11:30,vr11:45,vr12:00,vr12:15,vr12:30,vr12:45,vr13:00,vr13:15,vr13:30,vr13:45,vr14:00,vr14:15,vr14:30,vr14:45,vr15:00,vr15:15,vr15:30,vr15:45,vr16:00,vr16:15,vr16:30,vr16:45,vr17:00,vr17:15,vr17:30,vr17:45,vr18:00,vr18:15,vr18:30,vr18:45,vr19:00,vr19:15,vr19:30,vr19:45,
201344AB,AZ-303-LOOP-NORTHBOUND,3,115+11083,,202611,202579,"LINESTRING (-112.407114 33.677112, -112.405285 33.678920)",,1,3,0,0.163200,68.000000,1935.000000,45.000000,57.799999,274.276037,67.995284, 67.964934,7.749533,7.750467, 0.000933,31.551984,0.016306,57.799999, 274.276037,67.995284, 67.964934,7.749533,7.750467, 0.000933,31.551984,0.016306,57.799999, 274.276037,67.995284, 67.964934,7.749533,7.750467, 0.000933,31.551984,0.016306,57.799999, 67.991,67.122,67.985,67.993,67.977,67.962,67.100,67.966,67.988,67.436,66.204,65.816,68.000,68.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,68.000,67.995,67.990,67.985,67.980,67.975,67.970,57.768,67.972,67.979,67.986,67.993,68.000,67.996,67.992,67.988,67.984,67.981,67.977,67.973,67.969,67.965,67.961,67.957,67.953,67.949,57.750,67.951,67.956,67.962,67.967,67.973,67.978,67.984,67.989,67.995,68.000,67.692,67.384,67.076,66.769,66.461,66.153,65.845,55.573,66.121,66.747,67.374,68.000,68.000,68.000,68.000,68.000,68.000,68.000,68.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.999,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.999,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.961,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
201345AB,AZ-303-LOOP-SOUTHBOUND,5,115N05691,,202767,202578,"LINESTRING (-112.403252 33.681410, -112.405692 33.679114)",,1,3,0,0.211670,68.000000,1935.000000,45.000000,57.799999,301.156010,67.994474, 67.961384,7.749486,7.750514, 0.001028,33.400008,0.017261,57.799999, 301.156010,67.994474, 67.961384,7.749486,7.750514, 0.001028,33.400008,0.017261,57.799999, 301.156010,67.994474, 67.961384,7.749486,7.750514, 0.001028,33.400008,0.017261,57.799999, 67.990,67.119,67.983,67.993,67.979,67.965,67.104,67.969,67.989,66.351,63.148,63.547,68.000,68.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,68.000,67.994,67.989,67.983,67.978,67.972,67.967,57.764,67.969,67.977,67.985,67.992,68.000,67.996,67.993,67.989,67.986,67.982,67.979,67.975,67.971,67.968,67.964,67.961,67.957,67.954,57.754,67.955,67.960,67.965,67.970,67.975,67.980,67.985,67.990,67.995,68.000,67.100,66.201,65.301,64.401,63.502,62.602,61.702,51.550,62.299,64.199,66.100,68.000,68.000,68.000,68.000,68.000,68.000,68.000,68.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.999,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.999,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.892,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
201346AB,US-60-EASTBOUND,4,115-04405,,202790,202577,"LINESTRING (-112.406252 33.680322, -112.405692 33.679931)",,2,3,0,0.042040,46.000000,900.000000,45.000000,39.099998,120.646007,45.994229, 45.948157,7.748980,7.751020, 0.002041,23.284679,0.025872,39.099998, 120.646007,45.994229, 45.948157,7.748980,7.751020, 0.002041,23.284679,0.025872,39.099998, 120.646007,45.994229, 45.948157,7.748980,7.751020, 0.002041,23.284679,0.025872,39.099998, 45.986,45.384,45.978,45.984,45.948,45.913,45.311,45.924,45.973,44.077,39.220,39.202,46.000,46.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,46.000,45.993,45.985,45.978,45.970,45.963,45.956,39.052,45.958,45.969,45.979,45.990,46.000,45.991,45.982,45.974,45.965,45.956,45.947,45.938,45.929,45.921,45.912,45.903,45.894,45.885,38.969,45.889,45.901,45.913,45.926,45.938,45.951,45.963,45.975,45.988,46.000,44.951,43.902,42.853,41.805,40.756,39.707,39.217,27.412,39.217,40.648,43.324,46.000,46.000,46.000,46.000,46.000,46.000,46.000,46.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.999,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.997,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.701,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
201346BA,US-60-WESTBOUND,13,115+05201,,202577,202790,"LINESTRING (-112.403856 33.682559, -112.404416 33.682950)",,2,3,0,0.042040,46.000000,900.000000,45.000000,39.099998,437.500604,45.948821, 45.750898,7.745077,7.754923, 0.009847,58.931550,0.065480,39.099998, 437.500604,45.948821, 45.750898,7.745077,7.754923, 0.009847,58.931550,0.065480,39.099998, 437.500604,45.948821, 45.750898,7.745077,7.754923, 0.009847,58.931550,0.065480,39.099998, 45.935,45.226,45.892,45.914,45.727,45.540,44.828,45.595,45.858,42.625,31.101,29.981,45.402,46.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.795,0.767,1.000,1.000,46.000,45.964,45.929,45.893,45.857,45.822,45.786,38.870,45.800,45.850,45.900,45.950,46.000,45.953,45.907,45.860,45.813,45.766,45.720,45.673,45.626,45.579,45.533,45.486,45.439,45.392,38.490,45.410,45.475,45.541,45.606,45.672,45.738,45.803,45.869,45.934,46.000,44.159,42.319,40.478,38.824,34.411,29.447,26.375,25.379,26.375,29.447,34.411,38.824,46.000,46.000,46.000,46.000,46.000,46.000,46.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.994,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.984,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.993,0.880,0.753,0.675,0.649,0.675,0.753,0.880,0.993,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
201347AB,,-1,,,202790,202608,"LINESTRING (-112.405334 33.681636, -112.407417 33.677491)",,7,3,0,0.312210,15.000000,1200.000000,45.000000,12.750000,341.252263,14.978230, 14.833563,7.739452,7.760548, 0.021095,121.167417,0.100973,12.750000, 341.252263,14.978230, 14.833563,7.739452,7.760548, 0.021095,121.167417,0.100973,12.750000, 341.252263,14.978230, 14.833563,7.739452,7.760548, 0.021095,121.167417,0.100973,12.750000, 14.956,14.679,14.927,14.946,14.827,14.709,14.435,14.744,14.910,14.403,13.115,13.230,15.000,15.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,15.000,14.976,14.952,14.928,14.904,14.880,14.856,12.596,14.866,14.899,14.933,14.966,15.000,14.970,14.941,14.911,14.882,14.852,14.823,14.793,14.763,14.734,14.704,14.675,14.645,14.616,12.367,14.626,14.668,14.709,14.751,14.792,14.834,14.875,14.917,14.958,15.000,14.674,14.349,14.023,13.697,13.372,13.046,14.810,10.026,14.810,13.453,14.226,15.000,15.000,15.000,15.000,15.000,15.000,15.000,15.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.988,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.970,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.786,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
201348AB,AZ-303-LOOP-SOUTHBOUND,6,115-05689,,202578,202608,"LINESTRING (-112.405692 33.679114, -112.407417 33.677491)",,1,3,0,0.149640,68.000000,1935.000000,45.000000,57.799999,250.377176,67.995959, 67.970192,7.749603,7.750397, 0.000793,28.666601,0.014815,57.799999, 250.377176,67.995959, 67.970192,7.749603,7.750397, 0.000793,28.666601,0.014815,57.799999, 250.377176,67.995959, 67.970192,7.749603,7.750397, 0.000793,28.666601,0.014815,57.799999, 67.992,67.126,67.987,67.995,67.983,67.972,67.113,67.975,67.991,67.011,64.852,64.789,68.000,68.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,68.000,67.996,67.991,67.987,67.983,67.979,67.974,57.773,67.976,67.982,67.988,67.994,68.000,67.997,67.994,67.991,67.989,67.986,67.983,67.980,67.977,67.974,67.971,67.968,67.965,67.963,57.763,67.964,67.968,67.972,67.976,67.980,67.984,67.988,67.992,67.996,68.000,67.460,66.921,66.381,65.841,65.302,64.762,64.223,53.957,64.660,65.773,66.887,68.000,68.000,68.000,68.000,68.000,68.000,68.000,68.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.999,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.934,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
201349AB,AZ-303-LOOP-NORTHBOUND,4,115+11083,,202579,202753,"LINESTRING (-112.405285 33.678920, -112.403023 33.681234)",,1,3,0,0.205960,68.000000,1935.000000,45.000000,57.799999,327.355835,67.993635, 67.952680,7.749370,7.750630, 0.001259,37.658142,0.019462,57.799999, 327.355835,67.993635, 67.952680,7.749370,7.750630, 0.001259,37.658142,0.019462,57.799999, 327.355835,67.993635, 67.952680,7.749370,7.750630, 0.001259,37.658142,0.019462,57.799999, 67.988,67.112,67.979,67.990,67.969,67.948,67.083,67.955,67.984,66.887,64.457,64.484,68.000,68.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,68.000,67.993,67.986,67.980,67.973,67.966,67.959,57.756,67.962,67.972,67.981,67.991,68.000,67.995,67.989,67.984,67.979,67.974,67.968,67.963,67.958,67.953,67.947,67.942,67.937,67.932,57.732,67.934,67.941,67.948,67.956,67.963,67.971,67.978,67.985,67.993,68.000,67.393,66.785,66.178,65.571,64.963,64.356,63.749,53.494,64.225,65.483,66.742,68.000,68.000,68.000,68.000,68.000,68.000,68.000,68.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.999,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.999,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.926,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
201350AB,,-1,,,202576,202579,"LINESTRING (-112.403035 33.679927, -112.405285 33.678920)",,7,3,0,0.189400,15.000000,1200.000000,45.000000,12.750000,53.079799,14.999070, 14.992821,7.749550,7.750450, 0.000900,18.846885,0.015706,12.750000, 53.079799,14.999070, 14.992821,7.749550,7.750450, 0.000900,18.846885,0.015706,12.750000, 53.079799,14.999070, 14.992821,7.749550,7.750450, 0.000900,18.846885,0.015706,12.750000, 14.998,14.807,14.997,14.998,14.993,14.987,14.796,14.989,14.996,14.426,13.233,13.419,15.000,15.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,15.000,14.999,14.998,14.997,14.996,14.995,14.994,12.743,14.994,14.996,14.997,14.999,15.000,14.999,14.997,14.996,14.995,14.994,14.992,14.991,14.990,14.988,14.987,14.986,14.985,14.983,12.733,14.984,14.986,14.987,14.989,14.991,14.993,14.995,14.996,14.998,15.000,14.687,14.374,14.061,13.748,13.435,13.121,12.808,10.604,12.882,13.588,14.294,15.000,15.000,15.000,15.000,15.000,15.000,15.000,15.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.999,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.999,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.832,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
201351AB,US-60-EASTBOUND,5,115-04405,,202577,202575,"LINESTRING (-112.405756 33.679978, -112.404914 33.679325)",,2,3,0,0.066170,46.000000,900.000000,45.000000,39.099998,121.431258,45.994166, 45.947584,7.748968,7.751032, 0.002063,23.436233,0.026040,39.099998, 121.431258,45.994166, 45.947584,7.748968,7.751032, 0.002063,23.436233,0.026040,39.099998, 121.431258,45.994166, 45.947584,7.748968,7.751032, 0.002063,23.436233,0.026040,39.099998, 45.986,45.383,45.977,45.984,45.948,45.912,45.310,45.923,45.973,43.995,38.523,38.298,46.000,46.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.985,0.979,1.000,1.000,46.000,45.993,45.985,45.978,45.970,45.963,45.955,39.052,45.958,45.969,45.979,45.990,46.000,45.991,45.982,45.973,45.964,45.955,45.946,45.938,45.929,45.920,45.911,45.902,45.893,45.884,38.968,45.887,45.900,45.912,45.925,45.937,45.950,45.962,45.975,45.987,46.000,44.906,43.813,42.719,41.626,40.532,39.438,34.670,25.942,34.670,40.024,43.012,46.000,46.000,46.000,46.000,46.000,46.000,46.000,46.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.999,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.997,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.887,0.663,0.887,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
201351BA,US-60-WESTBOUND,12,115+05201,,202575,202577,"LINESTRING (-112.402950 33.681859, -112.403792 33.682512)",,2,3,0,0.066170,46.000000,900.000000,45.000000,39.099998,387.507020,45.958327, 45.797003,7.745992,7.754008, 0.008016,52.197389,0.057997,39.099998, 387.507020,45.958327, 45.797003,7.745992,7.754008, 0.008016,52.197389,0.057997,39.099998, 387.507020,45.958327, 45.797003,7.745992,7.754008, 0.008016,52.197389,0.057997,39.099998, 45.947,45.263,45.912,45.930,45.778,45.625,44.938,45.670,45.884,43.394,34.694,34.056,46.000,46.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.887,0.871,1.000,1.000,46.000,45.971,45.942,45.913,45.884,45.855,45.826,38.913,45.837,45.878,45.919,45.959,46.000,45.962,45.924,45.886,45.848,45.809,45.771,45.733,45.695,45.657,45.619,45.581,45.543,45.505,38.602,45.519,45.572,45.626,45.679,45.733,45.786,45.840,45.893,45.947,46.000,44.579,43.158,41.736,40.315,38.973,34.242,29.550,27.929,29.550,34.242,38.973,46.000,46.000,46.000,46.000,46.000,46.000,46.000,46.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.995,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.987,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.997,0.876,0.756,0.714,0.756,0.876,0.997,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
201352AB,,-1,,,202578,202577,"LINESTRING (-112.405692 33.679114, -112.404774 33.681245)",,7,3,0,0.181700,15.000000,1200.000000,45.000000,12.750000,50.778835,14.999137, 14.993340,7.749582,7.750418, 0.000835,18.029889,0.015025,12.750000, 50.778835,14.999137, 14.993340,7.749582,7.750418, 0.000835,18.029889,0.015025,12.750000, 50.778835,14.999137, 14.993340,7.749582,7.750418, 0.000835,18.029889,0.015025,12.750000, 14.998,14.807,14.997,14.998,14.993,14.988,14.797,14.990,14.996,14.405,13.140,13.260,15.000,15.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,15.000,14.999,14.998,14.997,14.996,14.995,14.994,12.744,14.995,14.996,14.997,14.999,15.000,14.999,14.998,14.996,14.995,14.994,14.993,14.992,14.990,14.989,14.988,14.987,14.986,14.985,12.734,14.985,14.987,14.988,14.990,14.992,14.993,14.995,14.997,14.998,15.000,14.675,14.351,14.026,13.701,13.376,13.052,14.881,10.068,14.881,13.464,14.232,15.000,15.000,15.000,15.000,15.000,15.000,15.000,15.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.999,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.790,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
201353AB,US-60-EASTBOUND,6,115-04405,,202575,202576,"LINESTRING (-112.404887 33.679304, -112.403990 33.678639)",,2,3,0,0.069080,46.000000,900.000000,45.000000,39.099998,121.431258,45.997065, 45.973623,7.749481,7.750519, 0.001038,15.624155,0.017360,39.099998, 121.431258,45.997065, 45.973623,7.749481,7.750519, 0.001038,15.624155,0.017360,39.099998, 121.431258,45.997065, 45.973623,7.749481,7.750519, 0.001038,15.624155,0.017360,39.099998, 45.993,45.404,45.989,45.992,45.974,45.956,45.367,45.961,45.986,44.231,40.348,40.796,46.000,46.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,46.000,45.996,45.992,45.989,45.985,45.981,45.977,39.076,45.979,45.984,45.989,45.995,46.000,45.996,45.991,45.987,45.982,45.978,45.973,45.969,45.964,45.960,45.955,45.951,45.946,45.942,39.033,45.943,45.950,45.956,45.962,45.969,45.975,45.981,45.987,45.994,46.000,45.035,44.070,43.105,42.140,41.175,40.210,39.244,31.153,39.428,41.619,43.809,46.000,46.000,46.000,46.000,46.000,46.000,46.000,46.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.999,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.998,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.797,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
201353BA,US-60-WESTBOUND,11,115+05201,,202576,202575,"LINESTRING (-112.402080 33.681215, -112.402977 33.681880)",,2,3,0,0.069080,46.000000,900.000000,45.000000,39.099998,387.507020,45.979031, 45.897678,7.747984,7.752016, 0.004032,34.798260,0.038665,39.099998, 387.507020,45.979031, 45.897678,7.747984,7.752016, 0.004032,34.798260,0.038665,39.099998, 387.507020,45.979031, 45.897678,7.747984,7.752016, 0.004032,34.798260,0.038665,39.099998, 45.973,45.343,45.956,45.965,45.888,45.811,45.180,45.834,45.942,44.025,39.747,40.103,46.000,46.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,46.000,45.985,45.971,45.956,45.941,45.927,45.912,39.006,45.918,45.939,45.959,45.980,46.000,45.981,45.962,45.942,45.923,45.904,45.885,45.865,45.846,45.827,45.808,45.789,45.769,45.750,38.848,45.757,45.784,45.811,45.838,45.865,45.892,45.919,45.946,45.973,46.000,44.923,43.846,42.769,41.692,40.615,39.538,39.916,32.512,39.916,40.266,43.133,46.000,46.000,46.000,46.000,46.000,46.000,46.000,46.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.998,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.994,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.832,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
201354AB,US-60-EASTBOUND,7,115-04405,,202576,202580,"LINESTRING (-112.403974 33.678628, -112.403635 33.678383)",,2,3,0,0.025820,46.000000,900.000000,45.000000,39.099998,68.822486,45.998879, 45.989921,7.749802,7.750198, 0.000396,8.855160,0.009839,39.099998, 68.822486,45.998879, 45.989921,7.749802,7.750198, 0.000396,8.855160,0.009839,39.099998, 68.822486,45.998879, 45.989921,7.749802,7.750198, 0.000396,8.855160,0.009839,39.099998, 45.997,45.417,45.996,45.997,45.990,45.983,45.403,45.985,45.995,44.317,40.585,41.200,46.000,46.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,46.000,45.999,45.997,45.996,45.994,45.993,45.991,39.091,45.992,45.994,45.996,45.998,46.000,45.998,45.997,45.995,45.993,45.991,45.990,45.988,45.986,45.985,45.983,45.981,45.979,45.978,39.075,45.978,45.981,45.983,45.986,45.988,45.990,45.993,45.995,45.998,46.000,45.082,44.164,43.246,42.328,41.410,40.492,39.574,32.932,39.982,41.988,43.994,46.000,46.000,46.000,46.000,46.000,46.000,46.000,46.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.999,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.842,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
201354BA,US-60-WESTBOUND,10,115+05201,,202580,202576,"LINESTRING (-112.401757 33.680981, -112.402096 33.681226)",,2,3,0,0.025820,46.000000,900.000000,45.000000,39.099998,387.978048,45.978988, 45.897468,7.747980,7.752020, 0.004040,34.840558,0.038712,39.099998, 387.978048,45.978988, 45.897468,7.747980,7.752020, 0.004040,34.840558,0.038712,39.099998, 387.978048,45.978988, 45.897468,7.747980,7.752020, 0.004040,34.840558,0.038712,39.099998, 45.973,45.343,45.956,45.965,45.888,45.811,45.179,45.833,45.941,43.841,39.019,39.046,46.000,46.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.998,0.999,1.000,1.000,46.000,45.985,45.971,45.956,45.941,45.927,45.912,39.005,45.918,45.938,45.959,45.979,46.000,45.981,45.961,45.942,45.923,45.904,45.884,45.865,45.846,45.827,45.807,45.788,45.769,45.750,38.847,45.757,45.784,45.811,45.838,45.865,45.892,45.919,45.946,45.973,46.000,44.822,43.645,42.467,41.289,40.112,45.633,35.286,30.733,35.286,45.633,42.289,46.000,46.000,46.000,46.000,46.000,46.000,46.000,46.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.998,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.994,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.902,0.786,0.902,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
201490AB,,-1,,,627,202525,"LINESTRING (-112.367829 33.643882, -112.359556 33.644300)",,9,3,0,0.477740,20.000000,99999.000000,45.000000,17.000000,13.731426,20.000000, 20.000000,7.750000,7.750000, 0.000000,0.541731,0.000005,17.000000, 13.731426,20.000000, 20.000000,7.750000,7.750000, 0.000000,0.541731,0.000005,17.000000, 13.731426,20.000000, 20.000000,7.750000,7.750000, 0.000000,0.541731,0.000005,17.000000, 20.000,19.750,20.000,20.000,20.000,20.000,19.750,20.000,20.000,20.000,20.000,19.750,20.000,20.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,17.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,17.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,17.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
