link_id,from_node_id,to_node_id,from_cell_code,time_period,volume,background_volume,major_path_volume,ratio_of_major_path_flow,geometry,notes
201648AB,202759,202464,,0600_0900,27.046,0.000,27.046,1.000,"LINESTRING (-112.337584 33.713059, -112.342845 33.712755)",
201648AB,202759,202464,,1000_1500,8.965,0.000,8.965,1.000,"LINESTRING (-112.337584 33.713059, -112.342845 33.712755)",
201648AB,202759,202464,,1500_1800,5.033,0.000,5.033,1.000,"LINESTRING (-112.337584 33.713059, -112.342845 33.712755)",
201648BA,202464,202759,,0600_0900,39.683,0.000,39.683,1.000,"LINESTRING (-112.342661 33.709555, -112.337400 33.709859)",
201648BA,202464,202759,,1000_1500,8.856,0.000,8.856,1.000,"LINESTRING (-112.342661 33.709555, -112.337400 33.709859)",
201648BA,202464,202759,,1500_1800,4.972,0.000,4.972,1.000,"LINESTRING (-112.342661 33.709555, -112.337400 33.709859)",
201649AB,2148,202465,,0600_0900,23.895,11.800,12.095,0.506,"LINESTRING (-112.348692 33.718933, -112.341723 33.723529)",
201649AB,2148,202465,,1000_1500,0.000,0.000,0.000,-1.000,"LINESTRING (-112.348692 33.718933, -112.341723 33.723529)",
201649AB,2148,202465,,1500_1800,0.000,0.000,0.000,-1.000,"LINESTRING (-112.348692 33.718933, -112.341723 33.723529)",
201649BA,202465,2148,,0600_0900,0.012,0.006,0.006,0.500,"LINESTRING (-112.343487 33.726205, -112.350456 33.721609)",
201649BA,202465,2148,,1000_1500,0.000,0.000,0.000,-1.000,"LINESTRING (-112.343487 33.726205, -112.350456 33.721609)",
201649BA,202465,2148,,1500_1800,0.000,0.000,0.000,-1.000,"LINESTRING (-112.343487 33.726205, -112.350456 33.721609)",
201650AB,766,202465,,0600_0900,17.585,2.092,15.493,0.881,"LINESTRING (-112.344528 33.733249, -112.344207 33.724806)",
201650AB,766,202465,,1000_1500,8.856,0.000,8.856,1.000,"LINESTRING (-112.344528 33.733249, -112.344207 33.724806)",
201650AB,766,202465,,1500_1800,4.972,0.000,4.972,1.000,"LINESTRING (-112.344528 33.733249, -112.344207 33.724806)",
201650BA,202465,766,,0600_0900,42.283,19.422,22.862,0.541,"LINESTRING (-112.341003 33.724928, -112.341324 33.733371)",
201650BA,202465,766,,1000_1500,8.965,0.000,8.965,1.000,"LINESTRING (-112.341003 33.724928, -112.341324 33.733371)",
201650BA,202465,766,,1500_1800,5.033,0.000,5.033,1.000,"LINESTRING (-112.341003 33.724928, -112.341324 33.733371)",
201651AB,202465,202462,,0600_0900,8.357,4.179,4.179,0.500,"LINESTRING (-112.342600 33.723264, -112.335712 33.723287)",
201651AB,202465,202462,,1000_1500,0.000,0.000,0.000,-1.000,"LINESTRING (-112.342600 33.723264, -112.335712 33.723287)",
201651AB,202465,202462,,1500_1800,0.000,0.000,0.000,-1.000,"LINESTRING (-112.342600 33.723264, -112.335712 33.723287)",
201651BA,202462,202465,,0600_0900,21.809,9.714,12.095,0.555,"LINESTRING (-112.335722 33.726493, -112.342610 33.726470)",
201651BA,202462,202465,,1000_1500,0.000,0.000,0.000,-1.000,"LINESTRING (-112.335722 33.726493, -112.342610 33.726470)",
201651BA,202462,202465,,1500_1800,0.000,0.000,0.000,-1.000,"LINESTRING (-112.335722 33.726493, -112.342610 33.726470)",
201652AB,202462,202755,,0600_0900,8.357,4.179,4.179,0.500,"LINESTRING (-112.335136 33.723396, -112.330191 33.725321)",
201652AB,202462,202755,,1000_1500,0.000,0.000,0.000,-1.000,"LINESTRING (-112.335136 33.723396, -112.330191 33.725321)",
201652AB,202462,202755,,1500_1800,0.000,0.000,0.000,-1.000,"LINESTRING (-112.335136 33.723396, -112.330191 33.725321)",
201652BA,202755,202462,,0600_0900,21.809,9.714,12.095,0.555,"LINESTRING (-112.331353 33.728309, -112.336298 33.726384)",
201652BA,202755,202462,,1000_1500,0.000,0.000,0.000,-1.000,"LINESTRING (-112.331353 33.728309, -112.336298 33.726384)",
201652BA,202755,202462,,1500_1800,0.000,0.000,0.000,-1.000,"LINESTRING (-112.331353 33.728309, -112.336298 33.726384)",
201810AB,202803,202370,,0600_0900,2289.558,0.000,2289.558,1.000,"LINESTRING (-112.326612 33.653232, -112.326601 33.649983)",
201810AB,202803,202370,,1000_1500,25.775,0.000,25.775,1.000,"LINESTRING (-112.326612 33.653232, -112.326601 33.649983)",
201810AB,202803,202370,,1500_1800,14.471,0.000,14.471,1.000,"LINESTRING (-112.326612 33.653232, -112.326601 33.649983)",
201810BA,202370,202803,,0600_0900,2797.231,0.000,2797.231,1.000,"LINESTRING (-112.323395 33.649993, -112.323406 33.653242)",
201810BA,202370,202803,,1000_1500,50.816,0.000,50.816,1.000,"LINESTRING (-112.323395 33.649993, -112.323406 33.653242)",
201810BA,202370,202803,,1500_1800,28.529,0.000,28.529,1.000,"LINESTRING (-112.323395 33.649993, -112.323406 33.653242)",
201823AB,202783,202354,,0600_0900,8611.434,0.000,8611.434,1.000,"LINESTRING (-112.324765 33.637124, -112.310979 33.637080)",
201823AB,202783,202354,,1000_1500,29.640,0.000,29.640,1.000,"LINESTRING (-112.324765 33.637124, -112.310979 33.637080)",
201823AB,202783,202354,,1500_1800,16.640,0.000,16.640,1.000,"LINESTRING (-112.324765 33.637124, -112.310979 33.637080)",
201823BA,202354,202783,,0600_0900,7480.723,0.000,7480.723,1.000,"LINESTRING (-112.310969 33.640286, -112.324755 33.640330)",
201823BA,202354,202783,,1000_1500,27.389,0.000,27.389,1.000,"LINESTRING (-112.310969 33.640286, -112.324755 33.640330)",
201823BA,202354,202783,,1500_1800,15.377,0.000,15.377,1.000,"LINESTRING (-112.310969 33.640286, -112.324755 33.640330)",
201824AB,202353,202808,,0600_0900,204.046,0.000,204.046,1.000,"LINESTRING (-112.326373 33.636668, -112.326401 33.630778)",
201824AB,202353,202808,,1000_1500,96.091,0.000,96.091,1.000,"LINESTRING (-112.326373 33.636668, -112.326401 33.630778)",
201824AB,202353,202808,,1500_1800,53.947,0.000,53.947,1.000,"LINESTRING (-112.326373 33.636668, -112.326401 33.630778)",
201824BA,202808,202353,,0600_0900,271.484,0.000,271.484,1.000,"LINESTRING (-112.323195 33.630762, -112.323167 33.636652)",
201824BA,202808,202353,,1000_1500,94.281,0.000,94.281,1.000,"LINESTRING (-112.323195 33.630762, -112.323167 33.636652)",
201824BA,202808,202353,,1500_1800,52.931,0.000,52.931,1.000,"LINESTRING (-112.323195 33.630762, -112.323167 33.636652)",
201827AB,202783,202370,,0600_0900,2797.231,0.000,2797.231,1.000,"LINESTRING (-112.323158 33.638761, -112.323396 33.650022)",
201827AB,202783,202370,,1000_1500,50.816,0.000,50.816,1.000,"LINESTRING (-112.323158 33.638761, -112.323396 33.650022)",
201827AB,202783,202370,,1500_1800,28.529,0.000,28.529,1.000,"LINESTRING (-112.323158 33.638761, -112.323396 33.650022)",
201827BA,202370,202783,,0600_0900,2289.558,0.000,2289.558,1.000,"LINESTRING (-112.326600 33.649954, -112.326362 33.638693)",
201827BA,202370,202783,,1000_1500,25.775,0.000,25.775,1.000,"LINESTRING (-112.326600 33.649954, -112.326362 33.638693)",
201827BA,202370,202783,,1500_1800,14.471,0.000,14.471,1.000,"LINESTRING (-112.326600 33.649954, -112.326362 33.638693)",
201828AB,202783,202353,,0600_0900,204.046,0.000,204.046,1.000,"LINESTRING (-112.326363 33.638735, -112.326373 33.636668)",
201828AB,202783,202353,,1000_1500,96.091,0.000,96.091,1.000,"LINESTRING (-112.326363 33.638735, -112.326373 33.636668)",
201828AB,202783,202353,,1500_1800,53.947,0.000,53.947,1.000,"LINESTRING (-112.326363 33.638735, -112.326373 33.636668)",
201828BA,202353,202783,,0600_0900,271.484,0.000,271.484,1.000,"LINESTRING (-112.323167 33.636652, -112.323157 33.638719)",
201828BA,202353,202783,,1000_1500,94.281,0.000,94.281,1.000,"LINESTRING (-112.323167 33.636652, -112.323157 33.638719)",
201828BA,202353,202783,,1500_1800,52.931,0.000,52.931,1.000,"LINESTRING (-112.323167 33.636652, -112.323157 33.638719)",
201844AB,202785,202804,,0600_0900,2935.310,0.000,2935.310,1.000,"LINESTRING (-112.323923 33.667694, -112.324233 33.674876)",
201844AB,202785,202804,,1000_1500,22.720,0.000,22.720,1.000,"LINESTRING (-112.323923 33.667694, -112.324233 33.674876)",
201844AB,202785,202804,,1500_1800,12.755,0.000,12.755,1.000,"LINESTRING (-112.323923 33.667694, -112.324233 33.674876)",
201844BA,202804,202785,,0600_0900,2492.823,0.000,2492.823,1.000,"LINESTRING (-112.327435 33.674738, -112.327125 33.667556)",
201844BA,202804,202785,,1000_1500,28.326,0.000,28.326,1.000,"LINESTRING (-112.327435 33.674738, -112.327125 33.667556)",
201844BA,202804,202785,,1500_1800,15.902,0.000,15.902,1.000,"LINESTRING (-112.327435 33.674738, -112.327125 33.667556)",
201847AB,202785,202803,,0600_0900,2212.976,0.000,2212.976,1.000,"LINESTRING (-112.327126 33.667568, -112.326611 33.653180)",
201847AB,202785,202803,,1000_1500,19.992,0.000,19.992,1.000,"LINESTRING (-112.327126 33.667568, -112.326611 33.653180)",
201847AB,202785,202803,,1500_1800,11.224,0.000,11.224,1.000,"LINESTRING (-112.327126 33.667568, -112.326611 33.653180)",
201847BA,202803,202785,,0600_0900,2952.920,0.000,2952.920,1.000,"LINESTRING (-112.323407 33.653294, -112.323922 33.667682)",
201847BA,202803,202785,,1000_1500,45.024,0.000,45.024,1.000,"LINESTRING (-112.323407 33.653294, -112.323922 33.667682)",
201847BA,202803,202785,,1500_1800,25.277,0.000,25.277,1.000,"LINESTRING (-112.323407 33.653294, -112.323922 33.667682)",
201848AB,202789,202806,,0600_0900,3329.145,0.000,3329.145,1.000,"LINESTRING (-112.325873 33.679818, -112.313325 33.680249)",
201848AB,202789,202806,,1000_1500,154.579,0.000,154.579,1.000,"LINESTRING (-112.325873 33.679818, -112.313325 33.680249)",
201848AB,202789,202806,,1500_1800,86.783,0.000,86.783,1.000,"LINESTRING (-112.325873 33.679818, -112.313325 33.680249)",
201848BA,202806,202789,,0600_0900,1498.116,0.000,1498.116,1.000,"LINESTRING (-112.313435 33.683453, -112.325983 33.683022)",
201848BA,202806,202789,,1000_1500,146.437,0.000,146.437,1.000,"LINESTRING (-112.313435 33.683453, -112.325983 33.683022)",
201848BA,202806,202789,,1500_1800,82.212,0.000,82.212,1.000,"LINESTRING (-112.313435 33.683453, -112.325983 33.683022)",
201849AB,202789,202804,,0600_0900,2761.022,0.000,2761.022,1.000,"LINESTRING (-112.327531 33.681397, -112.327437 33.674784)",
201849AB,202789,202804,,1000_1500,18.642,0.000,18.642,1.000,"LINESTRING (-112.327531 33.681397, -112.327437 33.674784)",
201849AB,202789,202804,,1500_1800,10.466,0.000,10.466,1.000,"LINESTRING (-112.327531 33.681397, -112.327437 33.674784)",
201849BA,202804,202789,,0600_0900,3972.224,0.000,3972.224,1.000,"LINESTRING (-112.324231 33.674830, -112.324325 33.681443)",
201849BA,202804,202789,,1000_1500,13.005,0.000,13.005,1.000,"LINESTRING (-112.324231 33.674830, -112.324325 33.681443)",
201849BA,202804,202789,,1500_1800,7.301,0.000,7.301,1.000,"LINESTRING (-112.324231 33.674830, -112.324325 33.681443)",
202429AB,202766,202756,,0600_0900,21.809,9.714,12.095,0.555,"LINESTRING (-112.324597 33.741174, -112.327240 33.727293)",
202429AB,202766,202756,,1000_1500,0.000,0.000,0.000,-1.000,"LINESTRING (-112.324597 33.741174, -112.327240 33.727293)",
202429AB,202766,202756,,1500_1800,0.000,0.000,0.000,-1.000,"LINESTRING (-112.324597 33.741174, -112.327240 33.727293)",
202429BA,202756,202766,,0600_0900,8.357,4.179,4.179,0.500,"LINESTRING (-112.324090 33.726693, -112.321447 33.740574)",
202429BA,202756,202766,,1000_1500,0.000,0.000,0.000,-1.000,"LINESTRING (-112.324090 33.726693, -112.321447 33.740574)",
202429BA,202756,202766,,1500_1800,0.000,0.000,0.000,-1.000,"LINESTRING (-112.324090 33.726693, -112.321447 33.740574)",
