link_id,from_node_id,to_node_id,from_cell_code,time_period,volume,background_volume,major_path_volume,ratio_of_major_path_flow,geometry,notes
201534BA,202505,649,,0600_0900,2754.778,0.000,2754.778,1.000,"LINESTRING (-112.377947 33.672529, -112.377790 33.678472)",
201534BA,202505,649,,1000_1500,14.641,0.000,14.641,1.000,"LINESTRING (-112.377947 33.672529, -112.377790 33.678472)",
201534BA,202505,649,,1500_1800,8.219,0.000,8.219,1.000,"LINESTRING (-112.377947 33.672529, -112.377790 33.678472)",
201535AB,649,202761,,0600_0900,1093.854,0.000,1093.854,1.000,"LINESTRING (-112.378568 33.679889, -112.388867 33.686058)",
201535AB,649,202761,,1000_1500,0.000,0.000,0.000,-1.000,"LINESTRING (-112.378568 33.679889, -112.388867 33.686058)",
201535AB,649,202761,,1500_1800,0.000,0.000,0.000,-1.000,"LINESTRING (-112.378568 33.679889, -112.388867 33.686058)",
201535BA,202761,649,,0600_0900,1224.773,0.000,1224.773,1.000,"LINESTRING (-112.390515 33.683308, -112.380216 33.677139)",
201535BA,202761,649,,1000_1500,0.000,0.000,0.000,-1.000,"LINESTRING (-112.390515 33.683308, -112.380216 33.677139)",
201535BA,202761,649,,1500_1800,0.000,0.000,0.000,-1.000,"LINESTRING (-112.390515 33.683308, -112.380216 33.677139)",
201536AB,202505,202506,,0600_0900,2673.090,0.000,2673.090,1.000,"LINESTRING (-112.379719 33.674165, -112.387643 33.673322)",
201536AB,202505,202506,,1000_1500,2.814,0.000,2.814,1.000,"LINESTRING (-112.379719 33.674165, -112.387643 33.673322)",
201536AB,202505,202506,,1500_1800,1.580,0.000,1.580,1.000,"LINESTRING (-112.379719 33.674165, -112.387643 33.673322)",
201536BA,202506,202505,,0600_0900,4757.109,0.000,4757.109,1.000,"LINESTRING (-112.387303 33.670134, -112.379379 33.670977)",
201536BA,202506,202505,,1000_1500,3.789,0.000,3.789,1.000,"LINESTRING (-112.387303 33.670134, -112.379379 33.670977)",
201536BA,202506,202505,,1500_1800,2.127,0.000,2.127,1.000,"LINESTRING (-112.387303 33.670134, -112.379379 33.670977)",
201537AB,202735,202506,,0600_0900,5630.927,0.000,5630.927,1.000,"LINESTRING (-112.389765 33.668161, -112.386552 33.670416)",
201537AB,202735,202506,,1000_1500,4.641,0.000,4.641,1.000,"LINESTRING (-112.389765 33.668161, -112.386552 33.670416)",
201537AB,202735,202506,,1500_1800,2.605,0.000,2.605,1.000,"LINESTRING (-112.389765 33.668161, -112.386552 33.670416)",
201537BA,202506,202735,,0600_0900,2903.215,0.000,2903.215,1.000,"LINESTRING (-112.388394 33.673040, -112.391607 33.670785)",
201537BA,202506,202735,,1000_1500,3.402,0.000,3.402,1.000,"LINESTRING (-112.388394 33.673040, -112.391607 33.670785)",
201537BA,202506,202735,,1500_1800,1.910,0.000,1.910,1.000,"LINESTRING (-112.388394 33.673040, -112.391607 33.670785)",
201538AB,650,202518,,0600_0900,478.043,0.000,478.043,1.000,"LINESTRING (-112.373741 33.663077, -112.364677 33.664239)",
201538AB,650,202518,,1000_1500,0.014,0.000,0.014,1.000,"LINESTRING (-112.373741 33.663077, -112.364677 33.664239)",
201538AB,650,202518,,1500_1800,0.008,0.000,0.008,1.000,"LINESTRING (-112.373741 33.663077, -112.364677 33.664239)",
201538BA,202518,650,,0600_0900,442.628,0.000,442.628,1.000,"LINESTRING (-112.365085 33.667419, -112.374149 33.666257)",
201538BA,202518,650,,1000_1500,0.043,0.000,0.043,1.000,"LINESTRING (-112.365085 33.667419, -112.374149 33.666257)",
201538BA,202518,650,,1500_1800,0.024,0.000,0.024,1.000,"LINESTRING (-112.365085 33.667419, -112.374149 33.666257)",
201539AB,650,202524,,0600_0900,770.342,0.000,770.342,1.000,"LINESTRING (-112.374868 33.663357, -112.366450 33.657423)",
201539AB,650,202524,,1000_1500,40.133,0.000,40.133,1.000,"LINESTRING (-112.374868 33.663357, -112.366450 33.657423)",
201539AB,650,202524,,1500_1800,22.531,0.000,22.531,1.000,"LINESTRING (-112.374868 33.663357, -112.366450 33.657423)",
201539BA,202524,650,,0600_0900,1065.650,0.000,1065.650,1.000,"LINESTRING (-112.364604 33.660043, -112.373022 33.665977)",
201539BA,202524,650,,1000_1500,40.836,0.000,40.836,1.000,"LINESTRING (-112.364604 33.660043, -112.373022 33.665977)",
201539BA,202524,650,,1500_1800,22.926,0.000,22.926,1.000,"LINESTRING (-112.364604 33.660043, -112.373022 33.665977)",
201540AB,202524,202503,,0600_0900,2727.100,0.000,2727.100,1.000,"LINESTRING (-112.365493 33.660335, -112.370414 33.660438)",
201540AB,202524,202503,,1000_1500,42.199,0.000,42.199,1.000,"LINESTRING (-112.365493 33.660335, -112.370414 33.660438)",
201540AB,202524,202503,,1500_1800,23.691,0.000,23.691,1.000,"LINESTRING (-112.365493 33.660335, -112.370414 33.660438)",
201540BA,202503,202524,,0600_0900,3450.585,0.000,3450.585,1.000,"LINESTRING (-112.370482 33.657234, -112.365561 33.657131)",
201540BA,202503,202524,,1000_1500,42.738,0.000,42.738,1.000,"LINESTRING (-112.370482 33.657234, -112.365561 33.657131)",
201540BA,202503,202524,,1500_1800,23.994,0.000,23.994,1.000,"LINESTRING (-112.370482 33.657234, -112.365561 33.657131)",
201541AB,202516,202504,,0600_0900,4661.363,0.000,4661.363,1.000,"LINESTRING (-112.369120 33.655460, -112.372631 33.658162)",
201541AB,202516,202504,,1000_1500,196.310,0.000,196.310,1.000,"LINESTRING (-112.369120 33.655460, -112.372631 33.658162)",
201541AB,202516,202504,,1500_1800,110.211,0.000,110.211,1.000,"LINESTRING (-112.369120 33.655460, -112.372631 33.658162)",
201541BA,202504,202516,,0600_0900,10181.873,0.000,10181.873,1.000,"LINESTRING (-112.374587 33.655622, -112.371076 33.652920)",
201541BA,202504,202516,,1000_1500,223.265,0.000,223.265,1.000,"LINESTRING (-112.374587 33.655622, -112.371076 33.652920)",
201541BA,202504,202516,,1500_1800,125.344,0.000,125.344,1.000,"LINESTRING (-112.374587 33.655622, -112.371076 33.652920)",
201542AB,202515,202504,,0600_0900,3541.376,0.000,3541.376,1.000,"LINESTRING (-112.375722 33.652026, -112.372400 33.655839)",
201542AB,202515,202504,,1000_1500,16.297,0.000,16.297,1.000,"LINESTRING (-112.375722 33.652026, -112.372400 33.655839)",
201542AB,202515,202504,,1500_1800,9.150,0.000,9.150,1.000,"LINESTRING (-112.375722 33.652026, -112.372400 33.655839)",
201542BA,202504,202515,,0600_0900,3622.588,0.000,3622.588,1.000,"LINESTRING (-112.374818 33.657945, -112.378140 33.654132)",
201542BA,202504,202515,,1000_1500,16.882,0.000,16.882,1.000,"LINESTRING (-112.374818 33.657945, -112.378140 33.654132)",
201542BA,202504,202515,,1500_1800,9.478,0.000,9.478,1.000,"LINESTRING (-112.374818 33.657945, -112.378140 33.654132)",
201543AB,202504,202503,,0600_0900,3450.585,0.000,3450.585,1.000,"LINESTRING (-112.372769 33.655527, -112.369608 33.657471)",
201543AB,202504,202503,,1000_1500,42.738,0.000,42.738,1.000,"LINESTRING (-112.372769 33.655527, -112.369608 33.657471)",
201543AB,202504,202503,,1500_1800,23.994,0.000,23.994,1.000,"LINESTRING (-112.372769 33.655527, -112.369608 33.657471)",
201543BA,202503,202504,,0600_0900,2727.100,0.000,2727.100,1.000,"LINESTRING (-112.371288 33.660201, -112.374449 33.658257)",
201543BA,202503,202504,,1000_1500,42.199,0.000,42.199,1.000,"LINESTRING (-112.371288 33.660201, -112.374449 33.658257)",
201543BA,202503,202504,,1500_1800,23.691,0.000,23.691,1.000,"LINESTRING (-112.371288 33.660201, -112.374449 33.658257)",
201544AB,640,202502,,0600_0900,1447.976,0.000,1447.976,1.000,"LINESTRING (-112.348709 33.631984, -112.353725 33.639529)",
201544AB,640,202502,,1000_1500,0.829,0.000,0.829,1.000,"LINESTRING (-112.348709 33.631984, -112.353725 33.639529)",
201544AB,640,202502,,1500_1800,0.465,0.000,0.465,1.000,"LINESTRING (-112.348709 33.631984, -112.353725 33.639529)",
201544BA,202502,640,,0600_0900,981.286,0.000,981.286,1.000,"LINESTRING (-112.356395 33.637755, -112.351379 33.630210)",
201544BA,202502,640,,1000_1500,0.917,0.000,0.917,1.000,"LINESTRING (-112.356395 33.637755, -112.351379 33.630210)",
201544BA,202502,640,,1500_1800,0.515,0.000,0.515,1.000,"LINESTRING (-112.356395 33.637755, -112.351379 33.630210)",
201546AB,645,202782,,0600_0900,285.694,0.000,285.694,1.000,"LINESTRING (-112.331673 33.631479, -112.332921 33.638792)",
201546AB,645,202782,,1000_1500,0.845,0.000,0.845,1.000,"LINESTRING (-112.331673 33.631479, -112.332921 33.638792)",
201546AB,645,202782,,1500_1800,0.474,0.000,0.474,1.000,"LINESTRING (-112.331673 33.631479, -112.332921 33.638792)",
201546BA,202782,645,,0600_0900,551.279,0.000,551.279,1.000,"LINESTRING (-112.336081 33.638252, -112.334833 33.630939)",
201546BA,202782,645,,1000_1500,1.807,0.000,1.807,1.000,"LINESTRING (-112.336081 33.638252, -112.334833 33.630939)",
201546BA,202782,645,,1500_1800,1.015,0.000,1.015,1.000,"LINESTRING (-112.336081 33.638252, -112.334833 33.630939)",
201547AB,651,202522,,0600_0900,0.000,0.000,0.000,-1.000,"LINESTRING (-112.353249 33.648495, -112.337547 33.648077)",
201547AB,651,202522,,1000_1500,0.000,0.000,0.000,-1.000,"LINESTRING (-112.353249 33.648495, -112.337547 33.648077)",
201547AB,651,202522,,1500_1800,0.000,0.000,0.000,-1.000,"LINESTRING (-112.353249 33.648495, -112.337547 33.648077)",
201547BA,202522,651,,0600_0900,0.000,0.000,0.000,-1.000,"LINESTRING (-112.337461 33.651281, -112.353163 33.651699)",
201547BA,202522,651,,1000_1500,0.000,0.000,0.000,-1.000,"LINESTRING (-112.337461 33.651281, -112.353163 33.651699)",
201547BA,202522,651,,1500_1800,0.000,0.000,0.000,-1.000,"LINESTRING (-112.337461 33.651281, -112.353163 33.651699)",
201548AB,202512,202521,,0600_0900,1717.769,0.000,1717.769,1.000,"LINESTRING (-112.361001 33.638639, -112.360969 33.631127)",
201548AB,202512,202521,,1000_1500,1.225,0.000,1.225,1.000,"LINESTRING (-112.361001 33.638639, -112.360969 33.631127)",
201548AB,202512,202521,,1500_1800,0.688,0.000,0.688,1.000,"LINESTRING (-112.361001 33.638639, -112.360969 33.631127)",
201548BA,202521,202512,,0600_0900,2189.959,0.000,2189.959,1.000,"LINESTRING (-112.357763 33.631141, -112.357795 33.638653)",
201548BA,202521,202512,,1000_1500,0.740,0.000,0.740,1.000,"LINESTRING (-112.357763 33.631141, -112.357795 33.638653)",
201548BA,202521,202512,,1500_1800,0.415,0.000,0.415,1.000,"LINESTRING (-112.357763 33.631141, -112.357795 33.638653)",
201549AB,202500,202499,,0600_0900,7357.441,0.000,7357.441,1.000,"LINESTRING (-112.342098 33.640291, -112.350237 33.640280)",
201549AB,202500,202499,,1000_1500,29.980,0.000,29.980,1.000,"LINESTRING (-112.342098 33.640291, -112.350237 33.640280)",
201549AB,202500,202499,,1500_1800,16.831,0.000,16.831,1.000,"LINESTRING (-112.342098 33.640291, -112.350237 33.640280)",
201549BA,202499,202500,,0600_0900,8281.882,0.000,8281.882,1.000,"LINESTRING (-112.350233 33.637074, -112.342094 33.637085)",
201549BA,202499,202500,,1000_1500,30.879,0.000,30.879,1.000,"LINESTRING (-112.350233 33.637074, -112.342094 33.637085)",
201549BA,202499,202500,,1500_1800,17.336,0.000,17.336,1.000,"LINESTRING (-112.350233 33.637074, -112.342094 33.637085)",
201550AB,202500,202498,,0600_0900,1031.761,0.000,1031.761,1.000,"LINESTRING (-112.343699 33.638683, -112.343682 33.632782)",
201550AB,202500,202498,,1000_1500,2.495,0.000,2.495,1.000,"LINESTRING (-112.343699 33.638683, -112.343682 33.632782)",
201550AB,202500,202498,,1500_1800,1.400,0.000,1.400,1.000,"LINESTRING (-112.343699 33.638683, -112.343682 33.632782)",
201550BA,202498,202500,,0600_0900,1422.639,0.000,1422.639,1.000,"LINESTRING (-112.340476 33.632792, -112.340493 33.638693)",
201550BA,202498,202500,,1000_1500,2.552,0.000,2.552,1.000,"LINESTRING (-112.340476 33.632792, -112.340493 33.638693)",
201550BA,202498,202500,,1500_1800,1.433,0.000,1.433,1.000,"LINESTRING (-112.340476 33.632792, -112.340493 33.638693)",
201551AB,202499,202497,,0600_0900,7957.661,0.000,7957.661,1.000,"LINESTRING (-112.351208 33.637403, -112.343061 33.631179)",
201551AB,202499,202497,,1000_1500,247.961,0.000,247.961,1.000,"LINESTRING (-112.351208 33.637403, -112.343061 33.631179)",
201551AB,202499,202497,,1500_1800,139.209,0.000,139.209,1.000,"LINESTRING (-112.351208 33.637403, -112.343061 33.631179)",
201551BA,202497,202499,,0600_0900,6308.090,0.000,6308.090,1.000,"LINESTRING (-112.341115 33.633727, -112.349262 33.639951)",
201551BA,202497,202499,,1000_1500,224.763,0.000,224.763,1.000,"LINESTRING (-112.341115 33.633727, -112.349262 33.639951)",
201551BA,202497,202499,,1500_1800,126.185,0.000,126.185,1.000,"LINESTRING (-112.341115 33.633727, -112.349262 33.639951)",
201553AB,640,202521,,0600_0900,46.265,0.000,46.265,1.000,"LINESTRING (-112.350038 33.632700, -112.359360 33.632737)",
201553AB,640,202521,,1000_1500,0.000,0.000,0.000,-1.000,"LINESTRING (-112.350038 33.632700, -112.359360 33.632737)",
201553AB,640,202521,,1500_1800,0.000,0.000,0.000,-1.000,"LINESTRING (-112.350038 33.632700, -112.359360 33.632737)",
201553BA,202521,640,,0600_0900,46.303,0.000,46.303,1.000,"LINESTRING (-112.359372 33.629531, -112.350050 33.629494)",
201553BA,202521,640,,1000_1500,0.000,0.000,0.000,-1.000,"LINESTRING (-112.359372 33.629531, -112.350050 33.629494)",
201553BA,202521,640,,1500_1800,0.000,0.000,0.000,-1.000,"LINESTRING (-112.359372 33.629531, -112.350050 33.629494)",
201557AB,202521,202496,,0600_0900,1430.902,0.000,1430.902,1.000,"LINESTRING (-112.360969 33.631122, -112.360951 33.628802)",
201557AB,202521,202496,,1000_1500,5.276,0.000,5.276,1.000,"LINESTRING (-112.360969 33.631122, -112.360951 33.628802)",
201557AB,202521,202496,,1500_1800,2.962,0.000,2.962,1.000,"LINESTRING (-112.360969 33.631122, -112.360951 33.628802)",
201557BA,202496,202521,,0600_0900,1486.491,0.000,1486.491,1.000,"LINESTRING (-112.357745 33.628826, -112.357763 33.631146)",
201557BA,202496,202521,,1000_1500,4.902,0.000,4.902,1.000,"LINESTRING (-112.357745 33.628826, -112.357763 33.631146)",
201557BA,202496,202521,,1500_1800,2.752,0.000,2.752,1.000,"LINESTRING (-112.357745 33.628826, -112.357763 33.631146)",
201558AB,202525,202499,,0600_0900,8974.892,0.000,8974.892,1.000,"LINESTRING (-112.360614 33.644630, -112.351212 33.637406)",
201558AB,202525,202499,,1000_1500,257.655,0.000,257.655,1.000,"LINESTRING (-112.360614 33.644630, -112.351212 33.637406)",
201558AB,202525,202499,,1500_1800,144.651,0.000,144.651,1.000,"LINESTRING (-112.360614 33.644630, -112.351212 33.637406)",
201558BA,202499,202525,,0600_0900,4957.828,0.000,4957.828,1.000,"LINESTRING (-112.349258 33.639948, -112.358660 33.647172)",
201558BA,202499,202525,,1000_1500,232.480,0.000,232.480,1.000,"LINESTRING (-112.349258 33.639948, -112.358660 33.647172)",
201558BA,202499,202525,,1500_1800,130.517,0.000,130.517,1.000,"LINESTRING (-112.349258 33.639948, -112.358660 33.647172)",
201559AB,202499,202502,,0600_0900,10708.940,0.000,10708.940,1.000,"LINESTRING (-112.350247 33.640280, -112.355072 33.640245)",
201559AB,202499,202502,,1000_1500,24.030,0.000,24.030,1.000,"LINESTRING (-112.350247 33.640280, -112.355072 33.640245)",
201559AB,202499,202502,,1500_1800,13.490,0.000,13.490,1.000,"LINESTRING (-112.350247 33.640280, -112.355072 33.640245)",
201559BA,202502,202499,,0600_0900,9265.888,0.000,9265.888,1.000,"LINESTRING (-112.355048 33.637039, -112.350223 33.637074)",
201559BA,202502,202499,,1000_1500,22.951,0.000,22.951,1.000,"LINESTRING (-112.355048 33.637039, -112.350223 33.637074)",
201559BA,202502,202499,,1500_1800,12.885,0.000,12.885,1.000,"LINESTRING (-112.355048 33.637039, -112.350223 33.637074)",
201560AB,202512,202502,,0600_0900,8753.589,0.000,8753.589,1.000,"LINESTRING (-112.359398 33.637043, -112.355060 33.637039)",
201560AB,202512,202502,,1000_1500,22.122,0.000,22.122,1.000,"LINESTRING (-112.359398 33.637043, -112.355060 33.637039)",
201560AB,202512,202502,,1500_1800,12.420,0.000,12.420,1.000,"LINESTRING (-112.359398 33.637043, -112.355060 33.637039)",
201560BA,202502,202512,,0600_0900,10663.331,0.000,10663.331,1.000,"LINESTRING (-112.355060 33.640245, -112.359398 33.640249)",
201560BA,202502,202512,,1000_1500,23.112,0.000,23.112,1.000,"LINESTRING (-112.355060 33.640245, -112.359398 33.640249)",
201560BA,202502,202512,,1500_1800,12.976,0.000,12.976,1.000,"LINESTRING (-112.355060 33.640245, -112.359398 33.640249)",
201561AB,645,202498,,0600_0900,918.609,0.000,918.609,1.000,"LINESTRING (-112.332971 33.632787, -112.341797 33.634365)",
201561AB,645,202498,,1000_1500,2.253,0.000,2.253,1.000,"LINESTRING (-112.332971 33.632787, -112.341797 33.634365)",
201561AB,645,202498,,1500_1800,1.265,0.000,1.265,1.000,"LINESTRING (-112.332971 33.632787, -112.341797 33.634365)",
201561BA,202498,645,,0600_0900,2704.684,0.000,2704.684,1.000,"LINESTRING (-112.342361 33.631209, -112.333535 33.629631)",
201561BA,202498,645,,1000_1500,3.775,0.000,3.775,1.000,"LINESTRING (-112.342361 33.631209, -112.333535 33.629631)",
201561BA,202498,645,,1500_1800,2.120,0.000,2.120,1.000,"LINESTRING (-112.342361 33.631209, -112.333535 33.629631)",
201562AB,202498,202495,,0600_0900,588.670,0.000,588.670,1.000,"LINESTRING (-112.343034 33.631500, -112.331281 33.622784)",
201562AB,202498,202495,,1000_1500,0.352,0.000,0.352,1.000,"LINESTRING (-112.343034 33.631500, -112.331281 33.622784)",
201562AB,202498,202495,,1500_1800,0.198,0.000,0.198,1.000,"LINESTRING (-112.343034 33.631500, -112.331281 33.622784)",
201562BA,202495,202498,,0600_0900,632.117,0.000,632.117,1.000,"LINESTRING (-112.329371 33.625358, -112.341124 33.634074)",
201562BA,202495,202498,,1000_1500,0.323,0.000,0.323,1.000,"LINESTRING (-112.329371 33.625358, -112.341124 33.634074)",
201562BA,202495,202498,,1500_1800,0.181,0.000,0.181,1.000,"LINESTRING (-112.329371 33.625358, -112.341124 33.634074)",
201563AB,202497,202501,,0600_0900,2881.490,0.000,2881.490,1.000,"LINESTRING (-112.343690 33.632410, -112.343563 33.627697)",
201563AB,202497,202501,,1000_1500,6.739,0.000,6.739,1.000,"LINESTRING (-112.343690 33.632410, -112.343563 33.627697)",
201563AB,202497,202501,,1500_1800,3.784,0.000,3.784,1.000,"LINESTRING (-112.343690 33.632410, -112.343563 33.627697)",
201563BA,202501,202497,,0600_0900,1454.137,0.000,1454.137,1.000,"LINESTRING (-112.340359 33.627783, -112.340486 33.632496)",
201563BA,202501,202497,,1000_1500,8.204,0.000,8.204,1.000,"LINESTRING (-112.340359 33.627783, -112.340486 33.632496)",
201563BA,202501,202497,,1500_1800,4.606,0.000,4.606,1.000,"LINESTRING (-112.340359 33.627783, -112.340486 33.632496)",
201564AB,202497,202780,,0600_0900,2717.301,0.000,2717.301,1.000,"LINESTRING (-112.343080 33.631194, -112.331758 33.622267)",
201564AB,202497,202780,,1000_1500,243.185,0.000,243.185,1.000,"LINESTRING (-112.343080 33.631194, -112.331758 33.622267)",
201564AB,202497,202780,,1500_1800,136.527,0.000,136.527,1.000,"LINESTRING (-112.343080 33.631194, -112.331758 33.622267)",
201564BA,202780,202497,,0600_0900,3607.939,0.000,3607.939,1.000,"LINESTRING (-112.329774 33.624785, -112.341096 33.633712)",
201564BA,202780,202497,,1000_1500,220.131,0.000,220.131,1.000,"LINESTRING (-112.329774 33.624785, -112.341096 33.633712)",
201564BA,202780,202497,,1500_1800,123.584,0.000,123.584,1.000,"LINESTRING (-112.329774 33.624785, -112.341096 33.633712)",
201568AB,202498,202497,,0600_0900,2304.180,0.000,2304.180,1.000,"LINESTRING (-112.343681 33.632830, -112.343690 33.632496)",
201568AB,202498,202497,,1000_1500,5.070,0.000,5.070,1.000,"LINESTRING (-112.343681 33.632830, -112.343690 33.632496)",
201568AB,202498,202497,,1500_1800,2.846,0.000,2.846,1.000,"LINESTRING (-112.343681 33.632830, -112.343690 33.632496)",
201568BA,202497,202498,,0600_0900,3417.036,0.000,3417.036,1.000,"LINESTRING (-112.340486 33.632410, -112.340477 33.632744)",
201568BA,202497,202498,,1000_1500,6.680,0.000,6.680,1.000,"LINESTRING (-112.340486 33.632410, -112.340477 33.632744)",
201568BA,202497,202498,,1500_1800,3.750,0.000,3.750,1.000,"LINESTRING (-112.340486 33.632410, -112.340477 33.632744)",
201572AB,654,202522,,0600_0900,1208.235,0.000,1208.235,1.000,"LINESTRING (-112.329332 33.649337, -112.337124 33.651236)",
201572AB,654,202522,,1000_1500,0.479,0.000,0.479,1.000,"LINESTRING (-112.329332 33.649337, -112.337124 33.651236)",
201572AB,654,202522,,1500_1800,0.269,0.000,0.269,1.000,"LINESTRING (-112.329332 33.649337, -112.337124 33.651236)",
201572BA,202522,654,,0600_0900,690.089,0.000,690.089,1.000,"LINESTRING (-112.337884 33.648122, -112.330092 33.646223)",
201572BA,202522,654,,1000_1500,0.482,0.000,0.482,1.000,"LINESTRING (-112.337884 33.648122, -112.330092 33.646223)",
201572BA,202522,654,,1500_1800,0.271,0.000,0.271,1.000,"LINESTRING (-112.337884 33.648122, -112.330092 33.646223)",
201573AB,202522,202782,,0600_0900,2034.406,0.000,2034.406,1.000,"LINESTRING (-112.339052 33.649262, -112.336049 33.638105)",
201573AB,202522,202782,,1000_1500,77.328,0.000,77.328,1.000,"LINESTRING (-112.339052 33.649262, -112.336049 33.638105)",
201573AB,202522,202782,,1500_1800,43.413,0.000,43.413,1.000,"LINESTRING (-112.339052 33.649262, -112.336049 33.638105)",
201573BA,202782,202522,,0600_0900,1513.194,0.000,1513.194,1.000,"LINESTRING (-112.332953 33.638939, -112.335956 33.650096)",
201573BA,202782,202522,,1000_1500,48.220,0.000,48.220,1.000,"LINESTRING (-112.332953 33.638939, -112.335956 33.650096)",
201573BA,202782,202522,,1500_1800,27.072,0.000,27.072,1.000,"LINESTRING (-112.332953 33.638939, -112.335956 33.650096)",
201574AB,202782,202500,,0600_0900,8389.202,0.000,8389.202,1.000,"LINESTRING (-112.334466 33.640124, -112.342061 33.640290)",
201574AB,202782,202500,,1000_1500,32.475,0.000,32.475,1.000,"LINESTRING (-112.334466 33.640124, -112.342061 33.640290)",
201574AB,202782,202500,,1500_1800,18.232,0.000,18.232,1.000,"LINESTRING (-112.334466 33.640124, -112.342061 33.640290)",
201574BA,202500,202782,,0600_0900,9704.521,0.000,9704.521,1.000,"LINESTRING (-112.342131 33.637086, -112.334536 33.636920)",
201574BA,202500,202782,,1000_1500,33.431,0.000,33.431,1.000,"LINESTRING (-112.342131 33.637086, -112.334536 33.636920)",
201574BA,202500,202782,,1500_1800,18.769,0.000,18.769,1.000,"LINESTRING (-112.342131 33.637086, -112.334536 33.636920)",
201575AB,652,202520,,0600_0900,0.000,0.000,0.000,-1.000,"LINESTRING (-112.349173 33.664599, -112.353057 33.679139)",
201575AB,652,202520,,1000_1500,0.000,0.000,0.000,-1.000,"LINESTRING (-112.349173 33.664599, -112.353057 33.679139)",
201575AB,652,202520,,1500_1800,0.000,0.000,0.000,-1.000,"LINESTRING (-112.349173 33.664599, -112.353057 33.679139)",
201575BA,202520,652,,0600_0900,1676.208,0.000,1676.208,1.000,"LINESTRING (-112.356155 33.678311, -112.352271 33.663771)",
201575BA,202520,652,,1000_1500,1.881,0.000,1.881,1.000,"LINESTRING (-112.356155 33.678311, -112.352271 33.663771)",
201575BA,202520,652,,1500_1800,1.056,0.000,1.056,1.000,"LINESTRING (-112.356155 33.678311, -112.352271 33.663771)",
201576AB,652,202784,,0600_0900,139.695,0.000,139.695,1.000,"LINESTRING (-112.350565 33.662590, -112.331519 33.664470)",
201576AB,652,202784,,1000_1500,0.536,0.000,0.536,1.000,"LINESTRING (-112.350565 33.662590, -112.331519 33.664470)",
201576AB,652,202784,,1500_1800,0.301,0.000,0.301,1.000,"LINESTRING (-112.350565 33.662590, -112.331519 33.664470)",
201576BA,202784,652,,0600_0900,837.767,0.000,837.767,1.000,"LINESTRING (-112.331833 33.667660, -112.350879 33.665780)",
201576BA,202784,652,,1000_1500,28.317,0.000,28.317,1.000,"LINESTRING (-112.331833 33.667660, -112.350879 33.665780)",
201576BA,202784,652,,1500_1800,15.898,0.000,15.898,1.000,"LINESTRING (-112.331833 33.667660, -112.350879 33.665780)",
201577AB,202807,202764,,0600_0900,408.361,0.000,408.361,1.000,"LINESTRING (-112.342189 33.683682, -112.354254 33.684565)",
201577AB,202807,202764,,1000_1500,19.549,0.000,19.549,1.000,"LINESTRING (-112.342189 33.683682, -112.354254 33.684565)",
201577AB,202807,202764,,1500_1800,10.975,0.000,10.975,1.000,"LINESTRING (-112.342189 33.683682, -112.354254 33.684565)",
201577BA,202764,202807,,0600_0900,428.515,0.000,428.515,1.000,"LINESTRING (-112.354488 33.681367, -112.342423 33.680484)",
201577BA,202764,202807,,1000_1500,19.325,0.000,19.325,1.000,"LINESTRING (-112.354488 33.681367, -112.342423 33.680484)",
201577BA,202764,202807,,1500_1800,10.849,0.000,10.849,1.000,"LINESTRING (-112.354488 33.681367, -112.342423 33.680484)",
201578AB,202520,202493,,0600_0900,1241.189,0.000,1241.189,1.000,"LINESTRING (-112.354992 33.677169, -112.336995 33.672699)",
201578AB,202520,202493,,1000_1500,0.452,0.000,0.452,1.000,"LINESTRING (-112.354992 33.677169, -112.336995 33.672699)",
201578AB,202520,202493,,1500_1800,0.254,0.000,0.254,1.000,"LINESTRING (-112.354992 33.677169, -112.336995 33.672699)",
201578BA,202493,202520,,0600_0900,668.270,0.000,668.270,1.000,"LINESTRING (-112.336223 33.675811, -112.354220 33.680281)",
201578BA,202493,202520,,1000_1500,0.451,0.000,0.451,1.000,"LINESTRING (-112.336223 33.675811, -112.354220 33.680281)",
201578BA,202493,202520,,1500_1800,0.253,0.000,0.253,1.000,"LINESTRING (-112.336223 33.675811, -112.354220 33.680281)",
201579AB,202493,202784,,0600_0900,544.879,0.000,544.879,1.000,"LINESTRING (-112.337982 33.673428, -112.333049 33.665238)",
201579AB,202493,202784,,1000_1500,0.000,0.000,0.000,-1.000,"LINESTRING (-112.337982 33.673428, -112.333049 33.665238)",
201579AB,202493,202784,,1500_1800,0.000,0.000,0.000,-1.000,"LINESTRING (-112.337982 33.673428, -112.333049 33.665238)",
201579BA,202784,202493,,0600_0900,555.189,0.000,555.189,1.000,"LINESTRING (-112.330303 33.666892, -112.335236 33.675082)",
201579BA,202784,202493,,1000_1500,0.000,0.000,0.000,-1.000,"LINESTRING (-112.330303 33.666892, -112.335236 33.675082)",
201579BA,202784,202493,,1500_1800,0.000,0.000,0.000,-1.000,"LINESTRING (-112.330303 33.666892, -112.335236 33.675082)",
201580AB,652,202492,,0600_0900,1331.505,0.000,1331.505,1.000,"LINESTRING (-112.351021 33.665760, -112.358391 33.664359)",
201580AB,652,202492,,1000_1500,29.383,0.000,29.383,1.000,"LINESTRING (-112.351021 33.665760, -112.358391 33.664359)",
201580AB,652,202492,,1500_1800,16.496,0.000,16.496,1.000,"LINESTRING (-112.351021 33.665760, -112.358391 33.664359)",
